"년월","시군구","인원"
"2024-04","서울시 광진구","179"
"2024-04","서울시 구로구","389"
"2024-04","서울시 금천구","185"
"2024-04","서울시 노원구","982"
"2024-04","서울시 도봉구","599"
"2024-04","서울시 동대문구","452"
"2024-04","서울시 동작구","140"
"2024-04","서울시 마포구","171"
"2024-04","서울시 서대문구","164"
"2024-04","서울시 서초구","140"
"2024-04","서울시 성동구","183"
"2024-04","서울시 성북구","346"
"2024-04","서울시 송파구","391"
"2024-04","서울시 양천구","474"
"2024-04","서울시 영등포구","936"
"2024-04","서울시 용산구","139"
"2024-04","서울시 은평구","300"
"2024-04","서울시 종로구","1782"
"2024-04","서울시 중구","129"
"2024-04","서울시 중랑구","385"
"2024-04","세종 세종시","173"
"2024-04","울산시 남구","219"
"2024-04","울산시 동구","37"
"2024-04","울산시 북구","17"
"2024-04","울산시 울주군","221"
"2024-04","울산시 중구","161"
"2024-04","인천시 강화군","129"
"2024-04","인천시 계양구","437"
"2024-04","인천시 남동구","66"
"2024-04","인천시 동구","781"
"2024-04","인천시 미추홀구","720"
"2024-04","인천시 부평구","720"
"2024-04","인천시 서구","14"
"2024-04","인천시 연수구","24"
"2024-04","인천시 옹진군","11"
"2024-04","인천시 중구","3"
"2024-04","전남 강진군","100"
"2024-04","전남 고흥군","147"
"2024-04","전남 곡성군","20"
"2024-04","전남 광양시","194"
"2024-04","전남 구례군","69"
"2024-04","전남 나주시","240"
"2024-04","전남 담양군","67"
"2024-04","전남 목포시","712"
"2024-04","전남 무안군","183"
"2024-04","전남 보성군","92"
"2024-04","전남 순천시","982"
"2024-04","전남 신안군","24"
"2024-04","전남 여수시","458"
"2024-04","전남 영광군","162"
"2024-04","전남 영암군","65"
"2024-04","전남 완도군","79"
"2024-04","전남 장성군","42"
"2024-04","전남 장흥군","81"
"2024-04","전남 진도군","47"
"2024-04","전남 함평군","44"
"2024-04","전남 해남군","88"
"2024-04","전남 화순군","110"
"2024-04","전북 고창군","96"
"2024-04","전북 군산시","745"
"2024-04","전북 김제시","144"
"2024-04","전북 남원시","148"
"2024-04","전북 무주군","30"
"2024-04","전북 부안군","84"
"2024-04","전북 순창군","30"
"2024-04","전북 완주군","77"
"2024-04","전북 익산시","594"
"2024-04","전북 임실군","20"
"2024-04","전북 장수군","21"
"2024-04","전북 전주시","478"
"2024-04","전북 정읍시","219"
"2024-04","전북 진안군","53"
"2024-04","제주도 서귀포시","185"
"2024-04","제주도 제주시","815"
"2024-04","충남 계룡시","32"
"2024-04","충남 공주시","159"
"2024-04","충남 금산군","72"
"2024-04","충남 논산시","386"
"2024-04","충남 당진시","164"
"2024-04","충남 보령시","149"
"2024-04","충남 부여군","73"
"2024-04","충남 서산시","282"
"2024-04","충남 서천군","104"
"2024-04","충남 아산시","372"
"2024-04","충남 예산군","92"
"2024-04","충남 천안시","211"
"2024-04","충남 청양군","28"
"2024-04","충남 태안군","111"
"2024-04","충남 홍성군","297"
"2024-04","충북 괴산군","81"
"2024-04","충북 보은군","65"
"2024-04","충북 영동군","79"
"2024-04","충북 옥천군","75"
"2024-04","충북 음성군","6"
"2024-04","충북 제천시","330"
"2024-04","충북 증평군","18"
"2024-04","충북 진천군","73"
"2024-04","충북 청주시","1283"
"2024-04","충북 충주시","350"
"2024-05","강원도 강릉시","699"
"2024-05","강원도 고성군","22"
"2024-05","강원도 동해시","256"
"2024-05","강원도 삼척시","105"
"2024-05","강원도 속초시","192"
"2024-05","강원도 양구군","21"
"2024-05","강원도 양양군","57"
"2024-05","강원도 영월군","53"
"2024-05","강원도 원주시","1090"
"2024-05","강원도 인제군","61"
"2024-05","강원도 정선군","37"
"2024-05","강원도 철원군","121"
"2024-05","강원도 춘천시","985"
"2024-05","강원도 태백시","84"
"2024-05","강원도 평창군","13"
"2024-05","강원도 홍천군","129"
"2024-05","강원도 화천군","24"
"2024-05","강원도 횡성군","106"
"2024-05","경기도 가평군","25"
"2024-05","경기도 고양시","1997"
"2024-05","경기도 과천시","31"
"2024-05","경기도 광명시","1337"
"2024-05","경기도 광주시","195"
"2024-05","경기도 구리시","255"
"2024-05","경기도 군포시","472"
"2024-05","경기도 김포시","690"
"2024-05","경기도 남양주시","330"
"2024-05","경기도 동두천시","300"
"2024-05","경기도 부천시","690"
"2024-05","경기도 성남시","762"
"2024-05","경기도 수원시","1898"
"2024-05","경기도 시흥시","381"
"2024-05","경기도 안산시","392"
"2024-05","경기도 안성시","147"
"2024-05","경기도 안양시","1180"
"2024-05","경기도 양주시","197"
"2024-05","경기도 양평군","168"
"2024-05","경기도 여주시","172"
"2024-05","경기도 연천군","69"
"2024-05","경기도 오산시","1"
"2024-05","경기도 용인시","774"
"2024-05","경기도 의왕시","98"
"2024-05","경기도 의정부시","691"
"2024-05","경기도 이천시","177"
"2024-05","경기도 파주시","264"
"2024-05","경기도 평택시","541"
"2024-05","경기도 포천시","167"
"2024-05","경기도 하남시","203"
"2024-05","경기도 화성시","248"
"2024-05","경남 거제시","232"
"2024-05","경남 거창군","99"
"2024-05","경남 고성군","109"
"2024-05","경남 김해시","342"
"2024-05","경남 남해군","79"
"2024-05","경남 밀양시","248"
"2024-05","경남 사천시","9"
"2024-05","경남 산청군","24"
"2024-05","경남 양산시","149"
"2024-05","경남 의령군","50"
"2024-05","경남 진주시","733"
"2024-05","경남 창녕군","74"
"2024-05","경남 창원시","2393"
"2024-05","경남 통영시","192"
"2024-05","경남 하동군","75"
"2024-05","경남 함안군","97"
"2024-05","경남 함양군","81"
"2024-05","경남 합천군","63"
"2024-05","경북 경산시","565"
"2024-05","경북 경주시","901"
"2024-05","경북 고령군","64"
"2024-05","경북 구미시","580"
"2024-05","경북 김천시","307"
"2024-05","경북 문경시","236"
"2024-05","경북 봉화군","31"
"2024-05","경북 상주시","306"
"2024-05","경북 성주군","63"
"2024-05","경북 안동시","366"
"2024-05","경북 영덕군","13"
"2024-05","경북 영양군","16"
"2024-05","경북 영주시","187"
"2024-05","경북 영천시","221"
"2024-05","경북 예천군","55"
"2024-05","경북 울진군","36"
"2024-05","경북 의성군","123"
"2024-05","경북 청도군","83"
"2024-05","경북 청송군","1"
"2024-05","경북 칠곡군","43"
"2024-05","경북 포항시","1302"
"2024-05","광주시 광산구","46"
"2024-05","광주시 남구","76"
"2024-05","광주시 동구","26"
"2024-05","광주시 북구","12"
"2024-05","광주시 서구","46"
"2024-05","대구시 군위군","50"
"2024-05","대구시 남구","44"
"2024-05","대구시 달서구","71"
"2024-05","대구시 달성군","47"
"2024-05","대구시 동구","288"
"2024-05","대구시 북구","22"
"2024-05","대구시 서구","19"
"2024-05","대구시 수성구","44"
"2024-05","대구시 중구","52"
"2024-05","대전시 대덕구","20"
"2024-05","대전시 동구","88"
"2024-05","대전시 서구","159"
"2024-05","대전시 유성구","104"
"2024-05","대전시 중구","75"
"2024-05","부산시 강서구","11"
"2024-05","부산시 금정구","1074"
"2024-05","부산시 기장군","320"
"2024-05","부산시 남구","619"
"2024-05","부산시 동구","43"
"2024-05","부산시 동래구","432"
"2024-05","부산시 부산진구","166"
"2024-05","부산시 북구","624"
"2024-05","부산시 사상구","64"
"2024-05","부산시 사하구","460"
"2024-05","부산시 서구","73"
"2024-05","부산시 수영구","427"
"2024-05","부산시 연제구","74"
"2024-05","부산시 영도구","27"
"2024-05","부산시 중구","222"
"2024-05","부산시 진구","447"
"2024-05","부산시 해운대구","45"
"2024-05","서울시 강남구","558"
"2024-05","서울시 강동구","278"
"2024-05","서울시 강북구","407"
"2024-05","서울시 강서구","405"
"2024-05","서울시 관악구","472"
"2024-05","서울시 광진구","185"
"2024-05","서울시 구로구","371"
"2024-05","서울시 금천구","201"
"2024-05","서울시 노원구","908"
"2024-05","서울시 도봉구","570"
"2024-05","서울시 동대문구","469"
"2024-05","서울시 동작구","128"
"2024-05","서울시 마포구","184"
"2024-05","서울시 서대문구","174"
"2024-05","서울시 서초구","147"
"2024-05","서울시 성동구","291"
"2024-05","서울시 성북구","399"
"2024-05","서울시 송파구","400"
"2024-05","서울시 양천구","487"
"2024-05","서울시 영등포구","1333"
"2024-05","서울시 용산구","142"
"2024-05","서울시 은평구","286"
"2024-05","서울시 종로구","1542"
"2024-05","서울시 중구","210"
"2024-05","서울시 중랑구","425"
"2024-05","세종 세종시","193"
"2024-05","울산시 남구","1708"
"2024-05","울산시 동구","84"
"2024-05","울산시 북구","258"
"2024-05","울산시 울주군","66"
"2024-05","울산시 중구","151"
"2024-05","인천시 강화군","131"
"2024-05","인천시 계양구","483"
"2024-05","인천시 남동구","77"
"2024-05","인천시 동구","821"
"2024-05","인천시 미추홀구","728"
"2024-05","인천시 부평구","753"
"2024-05","인천시 서구","17"
"2024-05","인천시 연수구","31"
"2024-05","인천시 옹진군","9"
"2024-05","인천시 중구","13"
"2024-05","전남 강진군","105"
"2024-05","전남 고흥군","158"
"2024-05","전남 곡성군","42"
"2024-05","전남 광양시","176"
"2024-05","전남 구례군","70"
"2024-05","전남 나주시","225"
"2024-05","전남 담양군","70"
"2024-05","전남 목포시","795"
"2024-05","전남 무안군","188"
"2024-05","전남 보성군","96"
"2024-05","전남 순천시","955"
"2024-05","전남 신안군","25"
"2024-05","전남 여수시","588"
"2024-05","전남 영광군","168"
"2024-05","전남 영암군","67"
"2024-05","전남 완도군","77"
"2024-05","전남 장성군","47"
"2024-05","전남 장흥군","106"
"2024-05","전남 진도군","59"
"2024-05","전남 함평군","37"
"2024-05","전남 해남군","315"
"2024-05","전남 화순군","128"
"2024-05","전북 고창군","119"
"2024-05","전북 군산시","727"
"2024-05","전북 김제시","148"
"2024-05","전북 남원시","162"
"2024-05","전북 무주군","17"
"2024-05","전북 부안군","84"
"2024-05","전북 순창군","28"
"2024-05","전북 완주군","82"
"2024-05","전북 익산시","588"
"2024-05","전북 임실군","18"
"2024-05","전북 장수군","21"
"2024-05","전북 전주시","2609"
"2024-05","전북 정읍시","230"
"2024-05","전북 진안군","49"
"2024-05","제주도 서귀포시","225"
"2024-05","제주도 제주시","829"
"2024-05","충남 계룡시","97"
"2024-05","충남 공주시","188"
"2024-05","충남 금산군","87"
"2024-05","충남 논산시","359"
"2024-05","충남 당진시","162"
"2024-05","충남 보령시","184"
"2024-05","충남 부여군","70"
"2024-05","충남 서산시","278"
"2024-05","충남 서천군","100"
"2024-05","충남 아산시","515"
"2024-05","충남 예산군","85"
"2024-05","충남 천안시","478"
"2024-05","충남 청양군","49"
"2024-05","충남 태안군","141"
"2024-05","충남 홍성군","301"
"2024-05","충북 괴산군","71"
"2024-05","충북 보은군","61"
"2024-05","충북 영동군","83"
"2024-05","충북 옥천군","83"
"2024-05","충북 음성군","59"
"2024-05","충북 제천시","336"
"2024-05","충북 증평군","15"
"2024-05","충북 진천군","80"
"2024-05","충북 청주시","1062"
"2024-05","충북 충주시","346"
"2024-06","강원도 강릉시","689"
"2024-06","강원도 고성군","39"
"2024-06","강원도 동해시","210"
"2024-06","강원도 삼척시","105"
"2024-06","강원도 속초시","190"
"2024-06","강원도 양구군","23"
"2024-06","강원도 양양군","58"
"2024-06","강원도 영월군","101"
"2024-06","강원도 원주시","1149"
"2024-06","강원도 인제군","20"
"2024-06","강원도 정선군","43"
"2024-06","강원도 철원군","142"
"2024-06","강원도 춘천시","944"
"2024-06","강원도 태백시","89"
"2024-06","강원도 평창군","21"
"2024-06","강원도 홍천군","119"
"2024-06","강원도 화천군","21"
"2024-06","강원도 횡성군","82"
"2024-06","경기도 가평군","46"
"2024-06","경기도 고양시","1875"
"2024-06","경기도 과천시","35"
"2024-06","경기도 광명시","1415"
"2024-06","경기도 광주시","211"
"2024-06","경기도 구리시","241"
"2024-06","경기도 군포시","454"
"2024-06","경기도 김포시","758"
"2024-06","경기도 남양주시","384"
"2024-06","경기도 동두천시","37"
"2024-06","경기도 부천시","694"
"2024-06","경기도 성남시","486"
"2024-06","경기도 수원시","1601"
"2024-06","경기도 시흥시","415"
"2024-06","경기도 안산시","390"
"2024-06","경기도 안성시","179"
"2024-06","경기도 안양시","1224"
"2024-06","경기도 양주시","76"
"2024-06","경기도 양평군","189"
"2024-06","경기도 여주시","165"
"2024-06","경기도 연천군","76"
"2024-06","경기도 용인시","879"
"2024-06","경기도 의왕시","86"
"2024-06","경기도 의정부시","1088"
"2024-06","경기도 이천시","174"
"2024-06","경기도 파주시","372"
"2024-06","경기도 평택시","512"
"2024-06","경기도 포천시","191"
"2024-06","경기도 하남시","227"
"2024-06","경기도 화성시","271"
"2024-06","경남 거제시","294"
"2024-06","경남 거창군","134"
"2024-06","경남 고성군","109"
"2024-06","경남 김해시","687"
"2024-06","경남 남해군","73"
"2024-06","경남 밀양시","310"
"2024-06","경남 사천시","43"
"2024-06","경남 산청군","27"
"2024-06","경남 양산시","182"
"2024-06","경남 의령군","56"
"2024-06","경남 진주시","843"
"2024-06","경남 창녕군","90"
"2024-06","경남 창원시","2523"
"2024-06","경남 통영시","200"
"2024-06","경남 하동군","82"
"2024-06","경남 함안군","93"
"2024-06","경남 함양군","9"
"2024-06","경남 합천군","66"
"2024-06","경북 경산시","810"
"2024-06","경북 경주시","557"
"2024-06","경북 고령군","56"
"2024-06","경북 구미시","586"
"2024-06","경북 김천시","322"
"2024-06","경북 문경시","183"
"2024-06","경북 봉화군","38"
"2024-06","경북 상주시","298"
"2024-06","경북 성주군","62"
"2024-06","경북 안동시","510"
"2024-06","경북 영덕군","67"
"2024-06","경북 영양군","14"
"2024-06","경북 영주시","191"
"2024-06","경북 영천시","216"
"2024-06","경북 예천군","62"
"2024-06","경북 울릉군","15"
"2024-06","경북 울진군","63"
"2024-06","경북 의성군","127"
"2024-06","경북 청도군","77"
"2024-06","경북 청송군","55"
"2024-06","경북 칠곡군","68"
"2024-06","경북 포항시","1127"
"2024-06","광주시 광산구","50"
"2024-06","광주시 남구","73"
"2024-06","광주시 동구","32"
"2024-06","광주시 북구","24"
"2024-06","광주시 서구","92"
"2024-06","대구시 남구","10"
"2024-06","대구시 달서구","55"
"2024-06","대구시 달성군","60"
"2024-06","대구시 동구","360"
"2024-06","대구시 북구","152"
"2024-06","대구시 서구","35"
"2024-06","대구시 수성구","78"
"2024-06","대전시 대덕구","30"
"2024-06","대전시 동구","82"
"2024-06","대전시 서구","131"
"2024-06","대전시 유성구","122"
"2024-06","대전시 중구","50"
"2024-06","부산시 강서구","19"
"2024-06","부산시 금정구","1069"
"2024-06","부산시 기장군","394"
"2024-06","부산시 남구","660"
"2024-06","부산시 동구","48"
"2024-06","부산시 동래구","440"
"2024-06","부산시 부산진구","202"
"2024-06","부산시 북구","610"
"2024-06","부산시 사상구","61"
"2024-06","부산시 사하구","492"
"2024-06","부산시 서구","73"
"2024-06","부산시 수영구","270"
"2024-06","부산시 연제구","92"
"2024-06","부산시 영도구","428"
"2024-06","부산시 중구","283"
"2024-06","부산시 진구","522"
"2024-06","부산시 해운대구","268"
"2024-06","서울시 강남구","568"
"2024-06","서울시 강동구","299"
"2024-06","서울시 강북구","343"
"2024-06","서울시 강서구","402"
"2024-06","서울시 관악구","123"
"2024-06","서울시 광진구","193"
"2024-06","서울시 구로구","383"
"2024-06","서울시 금천구","160"
"2024-06","서울시 노원구","990"
"2024-06","서울시 도봉구","647"
"2024-06","서울시 동대문구","466"
"2024-06","서울시 동작구","141"
"2024-06","서울시 마포구","158"
"2024-06","서울시 서대문구","163"
"2024-06","서울시 서초구","173"
"2024-06","서울시 성동구","265"
"2024-06","서울시 성북구","321"
"2024-06","서울시 송파구","388"
"2024-06","서울시 양천구","467"
"2024-06","서울시 영등포구","849"
"2024-06","서울시 용산구","81"
"2024-06","서울시 은평구","288"
"2024-06","서울시 종로구","2272"
"2024-06","서울시 중구","153"
"2024-06","서울시 중랑구","431"
"2024-06","세종 세종시","101"
"2024-06","울산시 남구","1703"
"2024-06","울산시 동구","94"
"2024-06","울산시 북구","339"
"2024-06","울산시 울주군","302"
"2024-06","울산시 중구","171"
"2024-06","인천시 강화군","130"
"2024-06","인천시 계양구","463"
"2024-06","인천시 남동구","103"
"2024-06","인천시 동구","669"
"2024-06","인천시 미추홀구","658"
"2024-06","인천시 부평구","764"
"2024-06","인천시 서구","11"
"2024-06","인천시 연수구","27"
"2024-06","인천시 옹진군","15"
"2024-06","인천시 중구","11"
"2024-06","전남 강진군","112"
"2024-06","전남 고흥군","155"
"2024-06","전남 곡성군","19"
"2024-06","전남 광양시","163"
"2024-06","전남 구례군","74"
"2024-06","전남 나주시","237"
"2024-06","전남 담양군","73"
"2024-06","전남 목포시","667"
"2024-06","전남 무안군","178"
"2024-06","전남 보성군","91"
"2024-06","전남 순천시","993"
"2024-06","전남 신안군","26"
"2024-06","전남 여수시","554"
"2024-06","전남 영광군","167"
"2024-06","전남 영암군","67"
"2024-06","전남 완도군","80"
"2024-06","전남 장성군","44"
"2024-06","전남 장흥군","86"
"2024-06","전남 진도군","49"
"2024-06","전남 함평군","41"
"2024-06","전남 해남군","263"
"2024-06","전남 화순군","110"
"2024-06","전북 고창군","97"
"2024-06","전북 군산시","795"
"2024-06","전북 김제시","145"
"2024-06","전북 남원시","160"
"2024-06","전북 무주군","37"
"2024-06","전북 부안군","80"
"2024-06","전북 순창군","26"
"2024-06","전북 완주군","81"
"2024-06","전북 익산시","580"
"2024-06","전북 임실군","19"
"2024-06","전북 장수군","18"
"2024-06","전북 전주시","1940"
"2024-06","전북 정읍시","219"
"2024-06","전북 진안군","57"
"2024-06","제주도 서귀포시","231"
"2024-06","제주도 제주시","875"
"2024-06","충남 공주시","148"
"2024-06","충남 금산군","80"
"2024-06","충남 논산시","329"
"2024-06","충남 당진시","111"
"2024-06","충남 보령시","47"
"2024-06","충남 부여군","3"
"2024-06","충남 서산시","268"
"2024-06","충남 서천군","101"
"2024-06","충남 아산시","53"
"2024-06","충남 예산군","101"
"2024-06","충남 천안시","305"
"2024-06","충남 청양군","43"
"2024-06","충남 태안군","107"
"2024-06","충남 홍성군","259"
"2024-06","충북 괴산군","16"
"2024-06","충북 보은군","41"
"2024-06","충북 영동군","71"
"2024-06","충북 옥천군","80"
"2024-06","충북 제천시","342"
"2024-06","충북 증평군","22"
"2024-06","충북 진천군","68"
"2024-06","충북 청주시","914"
"2024-06","충북 충주시","370"
"2024-07","강원도 강릉시","668"
"2024-07","강원도 고성군","25"
"2024-07","강원도 동해시","261"
"2024-07","강원도 삼척시","119"
"2024-07","강원도 속초시","181"
"2024-07","강원도 양구군","31"
"2024-07","강원도 양양군","56"
"2024-07","강원도 영월군","98"
"2024-07","강원도 원주시","1285"
"2024-07","강원도 인제군","63"
"2024-07","강원도 정선군","42"
"2024-07","강원도 철원군","135"
"2024-07","강원도 춘천시","1005"
"2024-07","강원도 태백시","86"
"2024-07","강원도 평창군","17"
"2024-07","강원도 홍천군","95"
"2024-07","강원도 화천군","17"
"2024-07","강원도 횡성군","106"
"2024-07","경기도 가평군","96"
"2024-07","경기도 고양시","2653"
"2024-07","경기도 과천시","29"
"2024-07","경기도 광명시","1388"
"2024-07","경기도 광주시","188"
"2024-07","경기도 구리시","262"
"2024-07","경기도 군포시","470"
"2024-07","경기도 김포시","636"
"2024-07","경기도 남양주시","369"
"2024-07","경기도 동두천시","350"
"2024-07","경기도 부천시","717"
"2024-07","경기도 성남시","689"
"2024-07","경기도 수원시","2266"
"2024-07","경기도 시흥시","380"
"2024-07","경기도 안산시","373"
"2024-07","경기도 안성시","161"
"2024-07","경기도 안양시","1224"
"2024-07","경기도 양주시","230"
"2024-07","경기도 양평군","208"
"2024-07","경기도 여주시","161"
"2024-07","경기도 연천군","68"
"2024-07","경기도 오산시","255"
"2024-07","경기도 용인시","788"
"2024-07","경기도 의왕시","103"
"2024-07","경기도 의정부시","1065"
"2024-07","경기도 이천시","147"
"2024-07","경기도 파주시","307"
"2024-07","경기도 평택시","560"
"2024-07","경기도 포천시","180"
"2024-07","경기도 하남시","286"
"2024-07","경기도 화성시","241"
"2024-07","경남 거제시","258"
"2024-07","경남 거창군","103"
"2024-07","경남 고성군","110"
"2024-07","경남 김해시","342"
"2024-07","경남 남해군","97"
"2024-07","경남 밀양시","262"
"2024-07","경남 사천시","360"
"2024-07","경남 산청군","32"
"2024-07","경남 양산시","228"
"2024-07","경남 의령군","54"
"2024-07","경남 진주시","808"
"2024-07","경남 창녕군","79"
"2024-07","경남 창원시","2399"
"2024-07","경남 통영시","204"
"2024-07","경남 하동군","75"
"2024-07","경남 함안군","103"
"2024-07","경남 함양군","83"
"2024-07","경남 합천군","64"
"2024-07","경북 경산시","746"
"2024-07","경북 경주시","1114"
"2024-07","경북 고령군","18"
"2024-07","경북 구미시","517"
"2024-07","경북 김천시","287"
"2024-07","경북 문경시","266"
"2024-07","경북 봉화군","42"
"2024-07","경북 상주시","348"
"2024-07","경북 성주군","55"
"2024-07","경북 안동시","624"
"2024-07","경북 영덕군","93"
"2024-07","경북 영양군","23"
"2024-07","경북 영주시","274"
"2024-07","경북 영천시","244"
"2024-07","경북 예천군","59"
"2024-07","경북 울릉군","17"
"2024-07","경북 울진군","78"
"2024-07","경북 의성군","146"
"2024-07","경북 청도군","79"
"2024-07","경북 청송군","38"
"2024-07","경북 칠곡군","59"
"2024-07","경북 포항시","1524"
"2024-07","광주시 광산구","51"
"2024-07","광주시 남구","77"
"2024-07","광주시 동구","40"
"2024-07","광주시 북구","8"
"2024-07","광주시 서구","53"
"2024-07","대구시 군위군","76"
"2024-07","대구시 남구","61"
"2024-07","대구시 달서구","113"
"2024-07","대구시 달성군","104"
"2024-07","대구시 동구","387"
"2024-07","대구시 북구","182"
"2024-07","대구시 서구","81"
"2024-07","대구시 수성구","67"
"2024-07","대구시 중구","80"
"2024-07","대전시 대덕구","23"
"2024-07","대전시 동구","26"
"2024-07","대전시 서구","201"
"2024-07","대전시 유성구","124"
"2024-07","대전시 중구","70"
"2024-07","부산시 강서구","12"
"2024-07","부산시 금정구","1093"
"2024-07","부산시 기장군","101"
"2024-07","부산시 남구","569"
"2024-07","부산시 동구","56"
"2024-07","부산시 동래구","418"
"2024-07","부산시 부산진구","207"
"2024-07","부산시 북구","662"
"2024-07","부산시 사상구","67"
"2024-07","부산시 사하구","474"
"2024-07","부산시 서구","74"
"2024-07","부산시 수영구","470"
"2024-07","부산시 연제구","102"
"2024-07","부산시 영도구","332"
"2024-07","부산시 중구","336"
"2024-07","부산시 진구","519"
"2024-07","부산시 해운대구","267"
"2024-07","서울시 강남구","232"
"2024-07","서울시 강동구","290"
"2024-07","서울시 강북구","453"
"2024-07","서울시 강서구","436"
"2024-07","서울시 관악구","162"
"2024-07","서울시 광진구","204"
"2024-07","서울시 구로구","384"
"2024-07","서울시 금천구","192"
"2024-07","서울시 노원구","998"
"2024-07","서울시 도봉구","602"
"2024-07","서울시 동대문구","470"
"2024-07","서울시 동작구","161"
"2024-07","서울시 마포구","168"
"2024-07","서울시 서대문구","163"
"2024-07","서울시 서초구","157"
"2024-07","서울시 성동구","298"
"2024-07","서울시 성북구","365"
"2024-07","서울시 송파구","456"
"2024-07","서울시 양천구","521"
"2024-07","서울시 영등포구","1051"
"2024-07","서울시 용산구","176"
"2024-07","서울시 은평구","317"
"2024-07","서울시 종로구","1616"
"2024-07","서울시 중구","146"
"2024-07","서울시 중랑구","406"
"2024-07","세종 세종시","163"
"2024-07","울산시 남구","1919"
"2024-07","울산시 동구","83"
"2024-07","울산시 북구","299"
"2024-07","울산시 울주군","218"
"2024-07","울산시 중구","156"
"2024-07","인천시 강화군","107"
"2024-07","인천시 계양구","526"
"2024-07","인천시 남동구","100"
"2024-07","인천시 동구","767"
"2024-07","인천시 미추홀구","694"
"2024-07","인천시 부평구","759"
"2024-07","인천시 서구","9"
"2024-07","인천시 연수구","23"
"2024-07","인천시 옹진군","10"
"2024-07","인천시 중구","11"
"2024-07","전남 강진군","106"
"2024-07","전남 고흥군","144"
"2024-07","전남 곡성군","40"
"2024-07","전남 광양시","169"
"2024-07","전남 구례군","75"
"2024-07","전남 나주시","238"
"2024-07","전남 담양군","74"
"2024-07","전남 목포시","844"
"2024-07","전남 무안군","194"
"2024-07","전남 보성군","102"
"2024-07","전남 순천시","1004"
"2024-07","전남 신안군","31"
"2024-07","전남 여수시","505"
"2024-07","전남 영광군","165"
"2024-07","전남 영암군","72"
"2024-07","전남 완도군","68"
"2024-07","전남 장성군","43"
"2024-07","전남 장흥군","99"
"2024-07","전남 진도군","55"
"2024-07","전남 함평군","39"
"2024-07","전남 해남군","252"
"2024-07","전남 화순군","120"
"2024-07","전북 고창군","110"
"2024-07","전북 군산시","762"
"2024-07","전북 김제시","159"
"2024-07","전북 남원시","174"
"2024-07","전북 무주군","34"
"2024-07","전북 부안군","86"
"2024-07","전북 순창군","33"
"2024-07","전북 완주군","85"
"2024-07","전북 익산시","587"
"2024-07","전북 임실군","18"
"2024-07","전북 장수군","23"
"2024-07","전북 전주시","1902"
"2024-07","전북 정읍시","212"
"2024-07","전북 진안군","50"
"2024-07","제주도 서귀포시","259"
"2024-07","제주도 제주시","848"
"2024-07","충남 계룡시","47"
"2024-07","충남 공주시","107"
"2024-07","충남 금산군","76"
"2024-07","충남 논산시","315"
"2024-07","충남 당진시","153"
"2024-07","충남 보령시","139"
"2024-07","충남 부여군","18"
"2024-07","충남 서산시","296"
"2024-07","충남 서천군","111"
"2024-07","충남 아산시","426"
"2024-07","충남 예산군","86"
"2024-07","충남 천안시","601"
"2024-07","충남 청양군","30"
"2024-07","충남 태안군","115"
"2024-07","충남 홍성군","255"
"2024-07","충북 괴산군","73"
"2024-07","충북 보은군","54"
"2024-07","충북 영동군","79"
"2024-07","충북 옥천군","85"
"2024-07","충북 음성군","2"
"2024-07","충북 제천시","370"
"2024-07","충북 증평군","17"
"2024-07","충북 진천군","72"
"2024-07","충북 청주시","1027"
"2024-07","충북 충주시","340"
"2024-08","강원도 강릉시","671"
"2024-08","강원도 고성군","19"
"2024-08","강원도 동해시","203"
"2024-08","강원도 삼척시","112"
"2024-08","강원도 속초시","168"
"2024-08","강원도 양구군","28"
"2024-08","강원도 양양군","60"
"2024-08","강원도 영월군","86"
"2024-08","강원도 원주시","1301"
"2024-08","강원도 인제군","60"
"2024-08","강원도 정선군","47"
"2024-08","강원도 철원군","114"
"2024-08","강원도 춘천시","964"
"2024-08","강원도 태백시","89"
"2024-08","강원도 평창군","20"
"2024-08","강원도 홍천군","123"
"2024-08","강원도 화천군","19"
"2024-08","강원도 횡성군","94"
"2024-08","경기도 가평군","67"
"2024-08","경기도 고양시","2464"
"2024-08","경기도 과천시","32"
"2024-08","경기도 광명시","1360"
"2024-08","경기도 광주시","173"
"2024-08","경기도 구리시","280"
"2024-08","경기도 군포시","514"
"2024-08","경기도 김포시","674"
"2024-08","경기도 남양주시","397"
"2024-08","경기도 동두천시","288"
"2024-08","경기도 부천시","709"
"2024-08","경기도 성남시","556"
"2024-08","경기도 수원시","1863"
"2024-08","경기도 시흥시","408"
"2024-08","경기도 안산시","422"
"2024-08","경기도 안성시","166"
"2024-08","경기도 안양시","1175"
"2024-08","경기도 양주시","190"
"2024-08","경기도 양평군","191"
"2024-08","경기도 여주시","176"
"2024-08","경기도 연천군","86"
"2024-08","경기도 오산시","262"
"2024-08","경기도 용인시","860"
"2024-08","경기도 의왕시","95"
"2024-08","경기도 의정부시","726"
"2024-08","경기도 이천시","211"
"2024-08","경기도 파주시","222"
"2024-08","경기도 평택시","538"
"2024-08","경기도 포천시","53"
"2024-08","경기도 하남시","244"
"2024-08","경기도 화성시","229"
"2024-08","경남 거제시","278"
"2024-08","경남 거창군","166"
"2024-08","경남 고성군","123"
"2024-08","경남 김해시","750"
"2024-08","경남 남해군","93"
"2024-08","경남 밀양시","241"
"2024-08","경남 사천시","122"
"2024-08","경남 산청군","27"
"2024-08","경남 양산시","241"
