"년월","시군구","인원"
"2023-09","강원도 고성군","17"
"2023-09","강원도 동해시","180"
"2023-09","강원도 삼척시","98"
"2023-09","강원도 속초시","30"
"2023-09","강원도 양구군","26"
"2023-09","강원도 양양군","60"
"2023-09","강원도 영월군","31"
"2023-09","강원도 원주시","779"
"2023-09","강원도 인제군","48"
"2023-09","강원도 정선군","8"
"2023-09","강원도 철원군","130"
"2023-09","강원도 춘천시","1024"
"2023-09","강원도 태백시","92"
"2023-09","강원도 평창군","24"
"2023-09","강원도 홍천군","124"
"2023-09","강원도 화천군","15"
"2023-09","강원도 횡성군","62"
"2023-09","경기도 가평군","61"
"2023-09","경기도 고양시","1887"
"2023-09","경기도 과천시","31"
"2023-09","경기도 광명시","1246"
"2023-09","경기도 광주시","140"
"2023-09","경기도 구리시","221"
"2023-09","경기도 군포시","383"
"2023-09","경기도 김포시","897"
"2023-09","경기도 남양주시","323"
"2023-09","경기도 동두천시","266"
"2023-09","경기도 부천시","732"
"2023-09","경기도 성남시","614"
"2023-09","경기도 수원시","1932"
"2023-09","경기도 시흥시","345"
"2023-09","경기도 안산시","438"
"2023-09","경기도 안성시","172"
"2023-09","경기도 안양시","1433"
"2023-09","경기도 양주시","146"
"2023-09","경기도 양평군","167"
"2023-09","경기도 여주시","178"
"2023-09","경기도 연천군","69"
"2023-09","경기도 오산시","18"
"2023-09","경기도 용인시","743"
"2023-09","경기도 의왕시","67"
"2023-09","경기도 의정부시","837"
"2023-09","경기도 이천시","149"
"2023-09","경기도 파주시","312"
"2023-09","경기도 평택시","508"
"2023-09","경기도 포천시","189"
"2023-09","경기도 하남시","254"
"2023-09","경기도 화성시","206"
"2023-09","경남 거제시","266"
"2023-09","경남 거창군","155"
"2023-09","경남 고성군","117"
"2023-09","경남 김해시","897"
"2023-09","경남 남해군","79"
"2023-09","경남 밀양시","277"
"2023-09","경남 사천시","45"
"2023-09","경남 산청군","26"
"2023-09","경남 양산시","473"
"2023-09","경남 의령군","60"
"2023-09","경남 진주시","900"
"2023-09","경남 창녕군","103"
"2023-09","경남 창원시","2712"
"2023-09","경남 통영시","239"
"2023-09","경남 하동군","73"
"2023-09","경남 함안군","104"
"2023-09","경남 함양군","86"
"2023-09","경남 합천군","61"
"2023-09","경북 경산시","729"
"2023-09","경북 경주시","986"
"2023-09","경북 고령군","53"
"2023-09","경북 구미시","600"
"2023-09","경북 김천시","353"
"2023-09","경북 문경시","253"
"2023-09","경북 봉화군","43"
"2023-09","경북 상주시","357"
"2023-09","경북 성주군","81"
"2023-09","경북 안동시","566"
"2023-09","경북 영덕군","81"
"2023-09","경북 영양군","17"
"2023-09","경북 영주시","281"
"2023-09","경북 영천시","232"
"2023-09","경북 예천군","67"
"2023-09","경북 울릉군","25"
"2023-09","경북 울진군","120"
"2023-09","경북 의성군","136"
"2023-09","경북 청도군","65"
"2023-09","경북 청송군","36"
"2023-09","경북 칠곡군","57"
"2023-09","경북 포항시","1344"
"2023-09","광주시 광산구","15"
"2023-09","광주시 남구","48"
"2023-09","광주시 동구","20"
"2023-09","광주시 북구","31"
"2023-09","광주시 서구","42"
"2023-09","대구시 군위군","55"
"2023-09","대구시 남구","29"
"2023-09","대구시 달서구","42"
"2023-09","대구시 달성군","12"
"2023-09","대구시 동구","278"
"2023-09","대구시 북구","133"
"2023-09","대구시 서구","34"
"2023-09","대구시 수성구","33"
"2023-09","대구시 중구","23"
"2023-09","대전시 대덕구","18"
"2023-09","대전시 동구","78"
"2023-09","대전시 서구","15"
"2023-09","대전시 유성구","40"
"2023-09","대전시 중구","41"
"2023-09","부산시 강서구","20"
"2023-09","부산시 금정구","1073"
"2023-09","부산시 기장군","394"
"2023-09","부산시 남구","554"
"2023-09","부산시 동구","38"
"2023-09","부산시 동래구","474"
"2023-09","부산시 부산진구","148"
"2023-09","부산시 북구","697"
"2023-09","부산시 사상구","82"
"2023-09","부산시 사하구","482"
"2023-09","부산시 서구","52"
"2023-09","부산시 수영구","378"
"2023-09","부산시 연제구","58"
"2023-09","부산시 영도구","349"
"2023-09","부산시 중구","184"
"2023-09","부산시 진구","261"
"2023-09","부산시 해운대구","235"
"2023-09","서울시 강남구","155"
"2023-09","서울시 강동구","145"
"2023-09","서울시 강북구","236"
"2023-09","서울시 강서구","428"
"2023-09","서울시 관악구","715"
"2023-09","서울시 광진구","126"
"2023-09","서울시 구로구","313"
"2023-09","서울시 금천구","132"
"2023-09","서울시 노원구","1126"
"2023-09","서울시 도봉구","616"
"2023-09","서울시 동대문구","395"
"2023-09","서울시 동작구","127"
"2023-09","서울시 마포구","176"
"2023-09","서울시 서대문구","171"
"2023-09","서울시 서초구","86"
"2023-09","서울시 성동구","233"
"2023-09","서울시 성북구","162"
"2023-09","서울시 송파구","379"
"2023-09","서울시 양천구","145"
"2023-09","서울시 영등포구","1065"
"2023-09","서울시 용산구","81"
"2023-09","서울시 은평구","231"
"2023-09","서울시 종로구","2287"
"2023-09","서울시 중구","77"
"2023-09","서울시 중랑구","426"
"2023-09","세종 세종시","113"
"2023-09","울산시 남구","2379"
"2023-09","울산시 동구","113"
"2023-09","울산시 북구","261"
"2023-09","울산시 울주군","231"
"2023-09","울산시 중구","165"
"2023-09","인천시 강화군","161"
"2023-09","인천시 계양구","442"
"2023-09","인천시 남동구","72"
"2023-09","인천시 동구","848"
"2023-09","인천시 미추홀구","1125"
"2023-09","인천시 부평구","751"
"2023-09","인천시 서구","9"
"2023-09","인천시 연수구","268"
"2023-09","인천시 옹진군","9"
"2023-09","전남 강진군","109"
"2023-09","전남 고흥군","134"
"2023-09","전남 곡성군","43"
"2023-09","전남 광양시","176"
"2023-09","전남 구례군","84"
"2023-09","전남 나주시","228"
"2023-09","전남 담양군","66"
"2023-09","전남 목포시","913"
"2023-09","전남 무안군","201"
"2023-09","전남 보성군","93"
"2023-09","전남 순천시","422"
"2023-09","전남 신안군","23"
"2023-09","전남 여수시","602"
"2023-09","전남 영광군","159"
"2023-09","전남 영암군","58"
"2023-09","전남 완도군","81"
"2023-09","전남 장성군","41"
"2023-09","전남 장흥군","109"
"2023-09","전남 진도군","53"
"2023-09","전남 함평군","40"
"2023-09","전남 해남군","275"
"2023-09","전남 화순군","109"
"2023-09","전북 고창군","17"
"2023-09","전북 군산시","661"
"2023-09","전북 김제시","151"
"2023-09","전북 남원시","51"
"2023-09","전북 무주군","36"
"2023-09","전북 부안군","94"
"2023-09","전북 순창군","30"
"2023-09","전북 완주군","81"
"2023-09","전북 익산시","547"
"2023-09","전북 임실군","18"
"2023-09","전북 장수군","24"
"2023-09","전북 전주시","1926"
"2023-09","전북 정읍시","157"
"2023-09","전북 진안군","57"
"2023-09","제주도 서귀포시","246"
"2023-09","제주도 제주시","910"
"2023-09","충남 계룡시","16"
"2023-09","충남 공주시","147"
"2023-09","충남 금산군","85"
"2023-09","충남 논산시","253"
"2023-09","충남 당진시","151"
"2023-09","충남 보령시","146"
"2023-09","충남 부여군","64"
"2023-09","충남 서산시","275"
"2023-09","충남 서천군","90"
"2023-09","충남 아산시","433"
"2023-09","충남 예산군","85"
"2023-09","충남 천안시","132"
"2023-09","충남 청양군","46"
"2023-09","충남 태안군","97"
"2023-09","충남 홍성군","312"
"2023-09","충북 괴산군","65"
"2023-09","충북 보은군","56"
"2023-09","충북 영동군","68"
"2023-09","충북 옥천군","76"
"2023-09","충북 음성군","60"
"2023-09","충북 제천시","357"
"2023-09","충북 증평군","20"
"2023-09","충북 진천군","76"
"2023-09","충북 청주시","770"
"2023-09","충북 충주시","378"
"2023-10","강원도 강릉시","690"
"2023-10","강원도 고성군","18"
"2023-10","강원도 동해시","177"
"2023-10","강원도 삼척시","108"
"2023-10","강원도 속초시","249"
"2023-10","강원도 양구군","19"
"2023-10","강원도 양양군","59"
"2023-10","강원도 영월군","7"
"2023-10","강원도 원주시","1108"
"2023-10","강원도 인제군","37"
"2023-10","강원도 정선군","26"
"2023-10","강원도 철원군","125"
"2023-10","강원도 춘천시","997"
"2023-10","강원도 태백시","84"
"2023-10","강원도 평창군","15"
"2023-10","강원도 홍천군","135"
"2023-10","강원도 화천군","25"
"2023-10","강원도 횡성군","77"
"2023-10","경기도 가평군","32"
"2023-10","경기도 고양시","2463"
"2023-10","경기도 과천시","29"
"2023-10","경기도 광명시","1689"
"2023-10","경기도 광주시","183"
"2023-10","경기도 구리시","49"
"2023-10","경기도 군포시","533"
"2023-10","경기도 김포시","636"
"2023-10","경기도 남양주시","255"
"2023-10","경기도 동두천시","256"
"2023-10","경기도 부천시","720"
"2023-10","경기도 성남시","522"
"2023-10","경기도 수원시","2196"
"2023-10","경기도 시흥시","342"
"2023-10","경기도 안산시","368"
"2023-10","경기도 안성시","172"
"2023-10","경기도 안양시","1172"
"2023-10","경기도 양주시","174"
"2023-10","경기도 양평군","177"
"2023-10","경기도 여주시","170"
"2023-10","경기도 연천군","26"
"2023-10","경기도 오산시","195"
"2023-10","경기도 용인시","782"
"2023-10","경기도 의왕시","100"
"2023-10","경기도 의정부시","1054"
"2023-10","경기도 이천시","95"
"2023-10","경기도 파주시","335"
"2023-10","경기도 평택시","611"
"2023-10","경기도 포천시","183"
"2023-10","경기도 하남시","227"
"2023-10","경기도 화성시","227"
"2023-10","경남 거제시","285"
"2023-10","경남 거창군","103"
"2023-10","경남 고성군","113"
"2023-10","경남 김해시","645"
"2023-10","경남 남해군","74"
"2023-10","경남 밀양시","246"
"2023-10","경남 사천시","49"
"2023-10","경남 산청군","36"
"2023-10","경남 양산시","365"
"2023-10","경남 의령군","53"
"2023-10","경남 진주시","846"
"2023-10","경남 창녕군","75"
"2023-10","경남 창원시","2692"
"2023-10","경남 통영시","200"
"2023-10","경남 하동군","70"
"2023-10","경남 함안군","105"
"2023-10","경남 함양군","9"
"2023-10","경남 합천군","65"
"2023-10","경북 경산시","729"
"2023-10","경북 경주시","982"
"2023-10","경북 고령군","54"
"2023-10","경북 구미시","617"
"2023-10","경북 김천시","353"
"2023-10","경북 문경시","215"
"2023-10","경북 봉화군","38"
"2023-10","경북 상주시","342"
"2023-10","경북 성주군","62"
"2023-10","경북 안동시","533"
"2023-10","경북 영덕군","91"
"2023-10","경북 영주시","284"
"2023-10","경북 영천시","247"
"2023-10","경북 예천군","55"
"2023-10","경북 울릉군","12"
"2023-10","경북 울진군","87"
"2023-10","경북 의성군","121"
"2023-10","경북 청도군","56"
"2023-10","경북 청송군","31"
"2023-10","경북 칠곡군","59"
"2023-10","경북 포항시","1295"
"2023-10","광주시 광산구","11"
"2023-10","광주시 남구","50"
"2023-10","광주시 동구","34"
"2023-10","광주시 북구","28"
"2023-10","광주시 서구","51"
"2023-10","대구시 군위군","50"
"2023-10","대구시 남구","21"
"2023-10","대구시 달서구","46"
"2023-10","대구시 달성군","11"
"2023-10","대구시 동구","296"
"2023-10","대구시 북구","138"
"2023-10","대구시 서구","39"
"2023-10","대구시 수성구","39"
"2023-10","대구시 중구","23"
"2023-10","대전시 대덕구","13"
"2023-10","대전시 동구","80"
"2023-10","대전시 서구","112"
"2023-10","대전시 유성구","44"
"2023-10","대전시 중구","53"
"2023-10","부산시 강서구","8"
"2023-10","부산시 금정구","1037"
"2023-10","부산시 기장군","315"
"2023-10","부산시 남구","493"
"2023-10","부산시 동구","34"
"2023-10","부산시 동래구","374"
"2023-10","부산시 부산진구","107"
"2023-10","부산시 북구","520"
"2023-10","부산시 사상구","45"
"2023-10","부산시 사하구","481"
"2023-10","부산시 서구","48"
"2023-10","부산시 수영구","452"
"2023-10","부산시 연제구","58"
"2023-10","부산시 영도구","299"
"2023-10","부산시 중구","115"
"2023-10","부산시 진구","407"
"2023-10","부산시 해운대구","257"
"2023-10","서울시 강남구","191"
"2023-10","서울시 강동구","201"
"2023-10","서울시 강북구","377"
"2023-10","서울시 강서구","428"
"2023-10","서울시 관악구","106"
"2023-10","서울시 광진구","140"
"2023-10","서울시 구로구","294"
"2023-10","서울시 금천구","186"
"2023-10","서울시 노원구","970"
"2023-10","서울시 도봉구","587"
"2023-10","서울시 동대문구","382"
"2023-10","서울시 동작구","111"
"2023-10","서울시 마포구","178"
"2023-10","서울시 서대문구","141"
"2023-10","서울시 서초구","84"
"2023-10","서울시 성동구","210"
"2023-10","서울시 성북구","358"
"2023-10","서울시 송파구","354"
"2023-10","서울시 양천구","554"
"2023-10","서울시 영등포구","1048"
"2023-10","서울시 용산구","147"
"2023-10","서울시 은평구","304"
"2023-10","서울시 종로구","467"
"2023-10","서울시 중구","109"
"2023-10","서울시 중랑구","238"
"2023-10","세종 세종시","155"
"2023-10","울산시 남구","1827"
"2023-10","울산시 동구","69"
"2023-10","울산시 북구","256"
"2023-10","울산시 울주군","234"
"2023-10","울산시 중구","163"
"2023-10","인천시 강화군","92"
"2023-10","인천시 계양구","456"
"2023-10","인천시 남동구","65"
"2023-10","인천시 동구","917"
"2023-10","인천시 미추홀구","793"
"2023-10","인천시 부평구","770"
"2023-10","인천시 서구","13"
"2023-10","인천시 연수구","223"
"2023-10","인천시 옹진군","1"
"2023-10","전남 강진군","94"
"2023-10","전남 고흥군","156"
"2023-10","전남 곡성군","41"
"2023-10","전남 광양시","183"
"2023-10","전남 구례군","73"
"2023-10","전남 나주시","239"
"2023-10","전남 담양군","64"
"2023-10","전남 목포시","627"
"2023-10","전남 무안군","158"
"2023-10","전남 보성군","89"
"2023-10","전남 순천시","1010"
"2023-10","전남 신안군","25"
"2023-10","전남 여수시","615"
"2023-10","전남 영광군","170"
"2023-10","전남 영암군","59"
"2023-10","전남 완도군","79"
"2023-10","전남 장성군","37"
"2023-10","전남 장흥군","106"
"2023-10","전남 진도군","45"
"2023-10","전남 함평군","40"
"2023-10","전남 해남군","240"
"2023-10","전남 화순군","105"
"2023-10","전북 고창군","111"
"2023-10","전북 군산시","700"
"2023-10","전북 김제시","165"
"2023-10","전북 남원시","143"
"2023-10","전북 무주군","29"
"2023-10","전북 부안군","86"
"2023-10","전북 순창군","27"
"2023-10","전북 완주군","90"
"2023-10","전북 익산시","574"
"2023-10","전북 임실군","13"
"2023-10","전북 장수군","16"
"2023-10","전북 전주시","1749"
"2023-10","전북 정읍시","239"
"2023-10","전북 진안군","52"
"2023-10","제주도 서귀포시","221"
"2023-10","제주도 제주시","914"
"2023-10","충남 계룡시","60"
"2023-10","충남 공주시","176"
"2023-10","충남 금산군","80"
"2023-10","충남 논산시","400"
"2023-10","충남 당진시","156"
"2023-10","충남 보령시","138"
"2023-10","충남 부여군","66"
"2023-10","충남 서산시","309"
"2023-10","충남 서천군","95"
"2023-10","충남 아산시","361"
"2023-10","충남 예산군","95"
"2023-10","충남 천안시","436"
"2023-10","충남 청양군","33"
"2023-10","충남 태안군","98"
"2023-10","충남 홍성군","312"
"2023-10","충북 괴산군","87"
"2023-10","충북 보은군","50"
"2023-10","충북 영동군","91"
"2023-10","충북 옥천군","77"
"2023-10","충북 음성군","52"
"2023-10","충북 제천시","357"
"2023-10","충북 증평군","14"
"2023-10","충북 진천군","70"
"2023-10","충북 청주시","1121"
"2023-10","충북 충주시","374"
"2023-11","강원도 강릉시","666"
"2023-11","강원도 고성군","22"
"2023-11","강원도 동해시","258"
"2023-11","강원도 삼척시","112"
"2023-11","강원도 속초시","195"
"2023-11","강원도 양구군","29"
"2023-11","강원도 양양군","49"
"2023-11","강원도 영월군","124"
"2023-11","강원도 원주시","1177"
"2023-11","강원도 인제군","77"
"2023-11","강원도 정선군","39"
"2023-11","강원도 철원군","129"
"2023-11","강원도 춘천시","1098"
"2023-11","강원도 태백시","96"
"2023-11","강원도 평창군","16"
"2023-11","강원도 홍천군","121"
"2023-11","강원도 화천군","38"
"2023-11","강원도 횡성군","98"
"2023-11","경기도 가평군","57"
"2023-11","경기도 고양시","2827"
"2023-11","경기도 과천시","24"
"2023-11","경기도 광명시","1577"
"2023-11","경기도 광주시","168"
"2023-11","경기도 구리시","307"
"2023-11","경기도 군포시","466"
"2023-11","경기도 김포시","907"
"2023-11","경기도 남양주시","132"
"2023-11","경기도 동두천시","249"
"2023-11","경기도 부천시","714"
"2023-11","경기도 성남시","643"
"2023-11","경기도 수원시","1814"
"2023-11","경기도 시흥시","382"
"2023-11","경기도 안산시","374"
"2023-11","경기도 안성시","169"
"2023-11","경기도 안양시","1140"
"2023-11","경기도 양주시","192"
"2023-11","경기도 양평군","165"
"2023-11","경기도 여주시","159"
"2023-11","경기도 연천군","108"
"2023-11","경기도 오산시","210"
"2023-11","경기도 용인시","766"
"2023-11","경기도 의왕시","100"
"2023-11","경기도 의정부시","705"
"2023-11","경기도 이천시","169"
"2023-11","경기도 파주시","359"
"2023-11","경기도 평택시","486"
"2023-11","경기도 포천시","195"
"2023-11","경기도 하남시","254"
"2023-11","경기도 화성시","228"
"2023-11","경남 거제시","185"
"2023-11","경남 거창군","4"
"2023-11","경남 고성군","92"
"2023-11","경남 김해시","166"
"2023-11","경남 남해군","60"
"2023-11","경남 밀양시","103"
"2023-11","경남 사천시","42"
"2023-11","경남 산청군","28"
"2023-11","경남 양산시","19"
"2023-11","경남 의령군","52"
"2023-11","경남 진주시","611"
"2023-11","경남 창녕군","76"
"2023-11","경남 창원시","2063"
"2023-11","경남 통영시","219"
"2023-11","경남 하동군","68"
"2023-11","경남 함안군","31"
"2023-11","경남 함양군","70"
"2023-11","경남 합천군","62"
"2023-11","경북 경산시","678"
"2023-11","경북 경주시","968"
"2023-11","경북 고령군","53"
"2023-11","경북 구미시","564"
"2023-11","경북 김천시","325"
"2023-11","경북 문경시","225"
"2023-11","경북 봉화군","40"
"2023-11","경북 상주시","276"
"2023-11","경북 성주군","61"
"2023-11","경북 안동시","548"
"2023-11","경북 영덕군","91"
"2023-11","경북 영양군","11"
"2023-11","경북 영주시","258"
"2023-11","경북 영천시","199"
"2023-11","경북 예천군","55"
"2023-11","경북 울릉군","15"
"2023-11","경북 울진군","92"
"2023-11","경북 의성군","37"
"2023-11","경북 청도군","81"
"2023-11","경북 청송군","38"
"2023-11","경북 칠곡군","63"
"2023-11","경북 포항시","1328"
"2023-11","광주시 광산구","31"
"2023-11","광주시 남구","60"
"2023-11","광주시 동구","27"
"2023-11","광주시 북구","27"
"2023-11","광주시 서구","39"
"2023-11","대구시 군위군","52"
"2023-11","대구시 남구","35"
"2023-11","대구시 달서구","41"
"2023-11","대구시 달성군","14"
"2023-11","대구시 동구","280"
"2023-11","대구시 북구","147"
"2023-11","대구시 서구","45"
"2023-11","대구시 수성구","32"
"2023-11","대구시 중구","30"
"2023-11","대전시 대덕구","11"
"2023-11","대전시 동구","82"
"2023-11","대전시 서구","93"
"2023-11","대전시 유성구","39"
"2023-11","대전시 중구","40"
"2023-11","부산시 강서구","18"
"2023-11","부산시 금정구","1026"
"2023-11","부산시 기장군","168"
"2023-11","부산시 남구","587"
"2023-11","부산시 동구","41"
"2023-11","부산시 동래구","401"
"2023-11","부산시 부산진구","121"
"2023-11","부산시 북구","346"
"2023-11","부산시 사상구","51"
"2023-11","부산시 사하구","347"
"2023-11","부산시 서구","38"
"2023-11","부산시 수영구","267"
"2023-11","부산시 연제구","44"
"2023-11","부산시 영도구","321"
"2023-11","부산시 중구","147"
"2023-11","부산시 진구","31"
"2023-11","부산시 해운대구","220"
"2023-11","서울시 강남구","590"
"2023-11","서울시 강동구","182"
"2023-11","서울시 강북구","326"
"2023-11","서울시 강서구","412"
"2023-11","서울시 관악구","464"
"2023-11","서울시 광진구","144"
"2023-11","서울시 구로구","318"
"2023-11","서울시 금천구","181"
"2023-11","서울시 노원구","969"
"2023-11","서울시 도봉구","614"
"2023-11","서울시 동대문구","428"
"2023-11","서울시 동작구","82"
"2023-11","서울시 마포구","188"
"2023-11","서울시 서대문구","189"
"2023-11","서울시 서초구","97"
"2023-11","서울시 성동구","202"
"2023-11","서울시 성북구","154"
"2023-11","서울시 송파구","388"
"2023-11","서울시 양천구","370"
"2023-11","서울시 영등포구","533"
"2023-11","서울시 용산구","166"
"2023-11","서울시 은평구","328"
"2023-11","서울시 종로구","2825"
"2023-11","서울시 중구","89"
"2023-11","서울시 중랑구","535"
"2023-11","세종 세종시","124"
"2023-11","울산시 남구","1618"
"2023-11","울산시 동구","84"
"2023-11","울산시 북구","219"
"2023-11","울산시 울주군","213"
"2023-11","울산시 중구","143"
"2023-11","인천시 강화군","159"
"2023-11","인천시 계양구","457"
"2023-11","인천시 남동구","68"
"2023-11","인천시 동구","851"
"2023-11","인천시 미추홀구","799"
"2023-11","인천시 부평구","724"
"2023-11","인천시 서구","18"
"2023-11","인천시 연수구","156"
"2023-11","전남 강진군","104"
"2023-11","전남 고흥군","127"
"2023-11","전남 곡성군","36"
"2023-11","전남 광양시","177"
"2023-11","전남 구례군","76"
"2023-11","전남 나주시","146"
"2023-11","전남 담양군","69"
"2023-11","전남 목포시","646"
"2023-11","전남 무안군","186"
"2023-11","전남 보성군","89"
"2023-11","전남 순천시","1064"
"2023-11","전남 신안군","32"
"2023-11","전남 여수시","563"
"2023-11","전남 영광군","161"
"2023-11","전남 영암군","67"
"2023-11","전남 완도군","76"
"2023-11","전남 장성군","32"
"2023-11","전남 장흥군","92"
"2023-11","전남 진도군","49"
"2023-11","전남 함평군","35"
"2023-11","전남 해남군","270"
"2023-11","전남 화순군","104"
"2023-11","전북 고창군","108"
"2023-11","전북 군산시","743"
"2023-11","전북 김제시","160"
"2023-11","전북 남원시","162"
"2023-11","전북 무주군","34"
"2023-11","전북 부안군","84"
"2023-11","전북 순창군","28"
"2023-11","전북 완주군","82"
"2023-11","전북 익산시","619"
"2023-11","전북 임실군","19"
"2023-11","전북 장수군","21"
"2023-11","전북 전주시","1852"
"2023-11","전북 정읍시","217"
"2023-11","전북 진안군","58"
"2023-11","제주도 서귀포시","207"
"2023-11","제주도 제주시","827"
"2023-11","충남 계룡시","15"
"2023-11","충남 공주시","91"
"2023-11","충남 금산군","65"
"2023-11","충남 논산시","317"
"2023-11","충남 당진시","158"
"2023-11","충남 보령시","148"
"2023-11","충남 부여군","66"
"2023-11","충남 서산시","35"
"2023-11","충남 서천군","89"
"2023-11","충남 아산시","350"
"2023-11","충남 예산군","91"
"2023-11","충남 천안시","433"
"2023-11","충남 청양군","3"
"2023-11","충남 태안군","97"
"2023-11","충남 홍성군","299"
"2023-11","충북 괴산군","29"
"2023-11","충북 보은군","42"
"2023-11","충북 영동군","31"
"2023-11","충북 옥천군","79"
"2023-11","충북 음성군","48"
"2023-11","충북 제천시","341"
"2023-11","충북 증평군","23"
"2023-11","충북 진천군","65"
"2023-11","충북 청주시","368"
"2023-11","충북 충주시","346"
"2023-12","강원도 강릉시","692"
"2023-12","강원도 고성군","21"
"2023-12","강원도 동해시","221"
"2023-12","강원도 삼척시","95"
"2023-12","강원도 속초시","39"
"2023-12","강원도 양구군","25"
"2023-12","강원도 양양군","74"
"2023-12","강원도 영월군","117"
"2023-12","강원도 원주시","1196"
"2023-12","강원도 인제군","62"
"2023-12","강원도 정선군","40"
"2023-12","강원도 철원군","125"
"2023-12","강원도 춘천시","1051"
"2023-12","강원도 태백시","75"
"2023-12","강원도 평창군","20"
"2023-12","강원도 홍천군","145"
"2023-12","강원도 화천군","19"
"2023-12","강원도 횡성군","104"
"2023-12","경기도 가평군","68"
"2023-12","경기도 고양시","2426"
"2023-12","경기도 과천시","28"
"2023-12","경기도 광명시","1050"
"2023-12","경기도 광주시","184"
"2023-12","경기도 구리시","301"
"2023-12","경기도 군포시","462"
"2023-12","경기도 김포시","322"
"2023-12","경기도 남양주시","325"
"2023-12","경기도 동두천시","268"
"2023-12","경기도 부천시","796"
"2023-12","경기도 성남시","665"
"2023-12","경기도 수원시","1952"
"2023-12","경기도 시흥시","360"
"2023-12","경기도 안산시","360"
"2023-12","경기도 안성시","190"
"2023-12","경기도 안양시","1171"
"2023-12","경기도 양주시","68"
"2023-12","경기도 양평군","175"
"2023-12","경기도 여주시","169"
"2023-12","경기도 연천군","91"
"2023-12","경기도 오산시","202"
"2023-12","경기도 용인시","974"
"2023-12","경기도 의왕시","89"
"2023-12","경기도 의정부시","637"
"2023-12","경기도 이천시","149"
"2023-12","경기도 파주시","243"
"2023-12","경기도 평택시","504"
"2023-12","경기도 포천시","176"
"2023-12","경기도 하남시","247"
"2023-12","경기도 화성시","256"
"2023-12","경남 거제시","229"
"2023-12","경남 거창군","106"
"2023-12","경남 고성군","86"
"2023-12","경남 김해시","305"
"2023-12","경남 남해군","29"
"2023-12","경남 밀양시","250"
"2023-12","경남 사천시","326"
"2023-12","경남 산청군","30"
"2023-12","경남 양산시","352"
"2023-12","경남 의령군","16"
"2023-12","경남 진주시","706"
"2023-12","경남 창녕군","11"
"2023-12","경남 창원시","1994"
"2023-12","경남 통영시","17"
"2023-12","경남 하동군","47"
"2023-12","경남 함안군","100"
"2023-12","경남 함양군","69"
"2023-12","경남 합천군","62"
"2023-12","경북 경산시","766"
"2023-12","경북 경주시","965"
"2023-12","경북 고령군","61"
"2023-12","경북 구미시","549"
"2023-12","경북 김천시","335"
"2023-12","경북 문경시","197"
"2023-12","경북 봉화군","37"
"2023-12","경북 상주시","329"
"2023-12","경북 성주군","30"
"2023-12","경북 안동시","214"
"2023-12","경북 영덕군","34"
"2023-12","경북 영양군","21"
"2023-12","경북 영주시","243"
"2023-12","경북 영천시","270"
"2023-12","경북 예천군","63"
"2023-12","경북 울릉군","17"
"2023-12","경북 울진군","92"
"2023-12","경북 의성군","104"
"2023-12","경북 청도군","79"
"2023-12","경북 청송군","33"
"2023-12","경북 칠곡군","7"
"2023-12","경북 포항시","1379"
"2023-12","광주시 광산구","44"
"2023-12","광주시 남구","61"
"2023-12","광주시 동구","32"
"2023-12","광주시 북구","27"
"2023-12","광주시 서구","41"
"2023-12","대구시 군위군","47"
"2023-12","대구시 남구","40"
"2023-12","대구시 달서구","15"
"2023-12","대구시 달성군","18"
"2023-12","대구시 동구","293"
"2023-12","대구시 북구","147"
"2023-12","대구시 서구","43"
"2023-12","대구시 수성구","35"
"2023-12","대구시 중구","36"
"2023-12","대전시 대덕구","17"
"2023-12","대전시 동구","82"
"2023-12","대전시 서구","114"
"2023-12","대전시 유성구","47"
"2023-12","대전시 중구","58"
"2023-12","부산시 금정구","1032"
"2023-12","부산시 기장군","349"
"2023-12","부산시 남구","448"
"2023-12","부산시 동구","3"
"2023-12","부산시 동래구","463"
"2023-12","부산시 부산진구","1"
"2023-12","부산시 북구","355"
"2023-12","부산시 사상구","3"
"2023-12","부산시 사하구","394"
"2023-12","부산시 서구","33"
"2023-12","부산시 수영구","186"
"2023-12","부산시 연제구","12"
"2023-12","부산시 영도구","280"
"2023-12","부산시 중구","26"
"2023-12","부산시 진구","318"
"2023-12","부산시 해운대구","16"
"2023-12","서울시 강남구","508"
"2023-12","서울시 강동구","205"
"2023-12","서울시 강북구","352"
"2023-12","서울시 강서구","430"
"2023-12","서울시 관악구","550"
"2023-12","서울시 광진구","155"
"2023-12","서울시 구로구","321"
"2023-12","서울시 금천구","168"
"2023-12","서울시 노원구","953"
"2023-12","서울시 도봉구","634"
"2023-12","서울시 동대문구","442"
"2023-12","서울시 동작구","130"
"2023-12","서울시 마포구","175"
"2023-12","서울시 서대문구","166"
"2023-12","서울시 서초구","98"
"2023-12","서울시 성동구","217"
"2023-12","서울시 성북구","252"
"2023-12","서울시 송파구","400"
"2023-12","서울시 양천구","683"
"2023-12","서울시 영등포구","959"
"2023-12","서울시 용산구","163"
"2023-12","서울시 은평구","284"
"2023-12","서울시 종로구","2175"
"2023-12","서울시 중구","146"
"2023-12","서울시 중랑구","414"
"2023-12","세종 세종시","133"
"2023-12","울산시 남구","269"
"2023-12","울산시 동구","8"
"2023-12","울산시 북구","210"
"2023-12","울산시 울주군","221"
"2023-12","울산시 중구","163"
"2023-12","인천시 강화군","128"
