city,year_month,temperature_max,temperature_min,temperature_range,pressure,humidity,rain,wind,sunshine_rate
인제,2024-11,21.9,-6.0,27.9,997.9,73.0,24.7,1.3,46.74
인제,2024-12,11.8,-13.9,25.700000000000003,997.7,61.0,5.4,1.5,57.58
인제,2025-01,8.4,-18.4,26.799999999999997,998.6,69.0,15.0,1.3,44.97
인제,2025-02,11.6,-17.3,28.9,998.1,56.0,1.6,1.5,64.13
인제,2025-03,23.0,-6.3,29.3,994.0,64.0,47.0,1.7,47.97
홍천,2023-04,28.7,-1.2,29.9,998.4,60.0,59.8,1.1,42.44
홍천,2023-05,31.1,2.2,28.900000000000002,997.2,64.0,135.0,1.1,53.49
홍천,2023-06,34.1,12.1,22.0,991.2,73.0,164.9,1.1,47.82
홍천,2023-07,34.7,17.8,16.900000000000002,991.9,83.0,452.0,0.9,33.55
홍천,2023-08,36.8,19.0,17.799999999999997,990.4,80.0,144.6,1.0,40.78
홍천,2023-09,32.1,12.9,19.200000000000003,997.7,82.0,154.0,0.8,38.56
홍천,2023-10,23.2,0.5,22.7,1003.0,80.0,35.3,0.7,42.01
홍천,2023-11,25.1,-7.9,33.0,1004.8,69.0,89.9,1.0,42.93
홍천,2023-12,16.3,-16.0,32.3,1008.1,74.0,97.1,0.8,35.92
홍천,2024-01,11.0,-16.1,27.1,1008.4,72.0,11.6,0.7,38.13
홍천,2024-02,17.7,-7.4,25.1,1008.0,76.0,71.0,0.7,28.76
홍천,2024-03,23.5,-10.5,34.0,1001.5,60.0,35.0,1.0,47.62
홍천,2024-04,30.9,1.2,29.7,997.9,60.0,38.3,1.1,48.76
홍천,2024-05,29.0,5.5,23.5,997.0,66.0,99.5,1.1,56.89
홍천,2024-06,35.5,9.3,26.2,991.8,68.0,135.9,1.1,59.85
홍천,2024-07,34.2,20.2,14.000000000000004,991.0,83.0,423.2,1.0,24.76
홍천,2024-08,35.6,19.0,16.6,992.0,78.0,106.9,1.0,51.33
홍천,2024-09,34.8,11.5,23.299999999999997,998.1,80.0,171.4,0.9,39.33
홍천,2024-10,24.3,4.9,19.4,1004.4,81.0,106.2,0.7,32.96
홍천,2024-11,22.7,-5.3,28.0,1005.6,75.0,43.3,0.6,45.85
홍천,2024-12,11.4,-12.5,23.9,1006.4,65.0,2.4,0.8,46.63
홍천,2025-01,9.0,-18.1,27.1,1007.6,69.0,9.9,0.6,43.44
홍천,2025-02,12.6,-17.6,30.200000000000003,1006.9,56.0,2.7,1.1,63.25
홍천,2025-03,24.3,-4.8,29.1,1001.8,60.0,36.2,1.1,52.06
태백,2023-04,23.7,-1.8,25.5,931.6,55.0,49.1,1.6,50.55
태백,2023-05,29.2,-1.3,30.5,932.0,66.0,130.5,1.4,46.92
태백,2023-06,32.8,10.1,22.699999999999996,927.3,72.0,255.0,1.3,54.31
태백,2023-07,33.3,16.1,17.199999999999996,929.0,81.0,267.2,1.4,35.79
태백,2023-08,33.3,15.3,17.999999999999996,927.8,85.0,356.9,1.3,33.72
태백,2023-09,28.1,8.1,20.0,933.6,86.0,228.9,1.1,34.76
태백,2023-10,21.5,-1.3,22.8,936.0,73.0,16.9,1.0,53.63
태백,2023-11,22.7,-10.7,33.4,935.1,56.0,49.5,1.6,52.33
태백,2023-12,14.5,-17.3,31.8,936.7,66.0,121.7,1.4,47.17
태백,2024-01,9.2,-18.5,27.7,936.5,64.0,16.1,1.4,42.91
태백,2024-02,14.6,-12.5,27.1,938.4,80.0,89.0,1.3,26.77
태백,2024-03,17.4,-13.9,31.299999999999997,932.5,61.0,47.7,1.6,52.09
태백,2024-04,28.4,-2.6,31.0,932.0,62.0,52.8,1.3,44.3
태백,2024-05,28.7,-0.5,29.2,931.2,62.0,80.9,1.6,55.01
태백,2024-06,33.7,5.6,28.1,928.0,65.0,113.1,1.2,53.92
태백,2024-07,33.3,16.3,16.999999999999996,928.0,77.0,303.6,1.8,27.79
태백,2024-08,33.8,15.5,18.299999999999997,929.6,80.0,144.1,1.4,40.77
태백,2024-09,32.7,7.6,25.1,934.5,85.0,289.7,1.3,28.23
태백,2024-10,23.4,0.4,23.0,938.2,82.0,149.8,1.2,26.38
태백,2024-11,20.5,-5.7,26.2,937.3,74.0,38.3,1.4,
태백,2024-12,12.4,-11.9,24.3,934.4,50.0,2.3,1.6,11.4
태백,2025-01,8.8,-18.1,26.900000000000002,935.1,60.0,23.3,1.5,45.04
태백,2025-02,13.4,-19.2,32.6,934.3,47.0,3.3,1.6,65.55
태백,2025-03,22.3,-13.7,36.0,933.2,60.0,109.5,1.7,47.43
정선,2023-04,28.6,-2.2,30.8,978.8,56.0,48.1,2.0,41.19
정선,2023-05,31.3,1.6,29.7,978.2,65.0,128.3,1.4,44.4
정선,2023-06,34.2,10.0,24.200000000000003,972.8,71.0,181.6,1.3,44.68
정선,2023-07,36.3,16.9,19.4,973.0,81.0,378.2,1.1,24.69
정선,2023-08,37.5,18.5,19.0,971.4,78.0,255.2,1.2,38.19
정선,2023-09,33.2,11.7,21.500000000000004,978.3,79.0,175.5,1.0,35.16
정선,2023-10,24.2,-1.8,26.0,982.5,75.0,25.1,1.1,48.44
정선,2023-11,25.8,-10.6,36.4,983.2,61.0,58.2,1.6,51.42
정선,2023-12,17.6,-17.2,34.8,986.2,66.0,99.2,1.4,44.97
정선,2024-01,12.1,-17.7,29.799999999999997,986.1,64.0,14.1,1.4,47.54
정선,2024-02,16.6,-10.3,26.900000000000002,987.4,73.0,80.7,1.0,24.04
정선,2024-03,21.2,-12.3,33.5,980.3,57.0,50.2,1.6,48.06
정선,2024-04,32.2,-2.0,34.2,977.8,59.0,35.9,1.3,45.76
정선,2024-05,31.7,1.2,30.5,976.8,61.0,77.0,1.5,54.61
정선,2024-06,37.4,5.6,31.799999999999997,972.3,66.0,163.5,1.3,49.26
정선,2024-07,35.7,17.8,17.900000000000002,971.9,76.0,341.0,1.3,26.02
정선,2024-08,37.3,17.7,19.599999999999998,973.0,75.0,75.7,1.3,44.93
정선,2024-09,37.1,10.5,26.6,978.8,78.0,243.9,1.1,32.52
정선,2024-10,25.3,3.6,21.7,984.3,80.0,156.2,1.0,32.93
정선,2024-11,22.6,-5.1,27.700000000000003,984.6,71.0,23.5,1.2,42.75
정선,2024-12,12.0,-14.0,26.0,983.8,52.0,3.2,1.7,58.48
정선,2025-01,9.7,-19.3,29.0,984.7,61.0,19.8,1.3,49.4
정선,2025-02,14.2,-19.0,33.2,984.1,48.0,3.2,1.8,69.61
정선,2025-03,25.6,-7.2,32.800000000000004,980.6,58.0,43.5,1.6,51.41
제천,2023-04,27.1,-2.7,29.8,983.3,64.0,48.6,1.6,46.17
제천,2023-05,30.4,1.2,29.2,982.6,67.0,167.1,1.3,55.59
제천,2023-06,32.8,10.8,21.999999999999996,976.9,76.0,231.3,1.2,49.77
제천,2023-07,34.0,18.7,15.3,978.1,89.0,605.3,0.9,33.09
제천,2023-08,34.3,16.9,17.4,976.3,85.0,240.9,1.1,42.72
제천,2023-09,30.7,11.5,19.2,983.2,86.0,234.6,1.0,45.08
제천,2023-10,22.4,-0.9,23.299999999999997,988.0,84.0,33.8,0.9,55.93
제천,2023-11,24.8,-9.2,34.0,989.4,72.0,49.8,1.5,60.44
제천,2023-12,16.9,-16.2,33.099999999999994,992.0,76.0,105.5,1.4,51.45
제천,2024-01,10.5,-15.1,25.6,992.1,75.0,24.8,1.4,55.97
제천,2024-02,16.6,-8.3,24.900000000000002,992.1,79.0,78.9,1.5,33.76
제천,2024-03,21.1,-11.4,32.5,986.0,63.0,52.2,1.8,53.18
제천,2024-04,28.4,0.4,28.0,982.9,65.0,54.7,1.6,50.48
제천,2024-05,28.5,4.8,23.7,982.3,70.0,128.7,1.4,63.54
제천,2024-06,34.6,8.3,26.3,977.6,71.0,171.7,1.1,59.75
제천,2024-07,31.9,19.3,12.599999999999998,977.2,88.0,467.8,1.2,23.42
제천,2024-08,35.0,18.1,16.9,978.0,84.0,99.1,0.9,54.64
제천,2024-09,33.5,10.8,22.7,983.6,84.0,195.6,1.1,45.88
제천,2024-10,22.8,3.7,19.1,989.3,86.0,114.1,0.9,39.25
제천,2024-11,21.9,-9.8,31.7,990.2,80.0,42.1,1.0,56.22
제천,2024-12,11.8,-13.2,25.0,990.3,66.0,3.1,1.4,69.06
제천,2025-01,8.5,-18.2,26.7,991.0,72.0,21.7,1.3,57.65
제천,2025-02,12.8,-19.6,32.400000000000006,990.8,62.0,6.9,1.8,80.25
제천,2025-03,24.1,-5.8,29.900000000000002,986.4,64.0,51.4,1.7,52.19
보은,2023-04,24.9,-1.8,26.7,994.6,64.0,51.9,1.6,49.58
보은,2023-05,31.0,3.2,27.8,993.1,70.0,146.4,1.2,49.11
보은,2023-06,32.1,12.5,19.6,987.5,76.0,169.3,1.3,50.08
보은,2023-07,33.6,18.1,15.5,988.4,88.0,796.9,1.1,31.48
보은,2023-08,34.5,17.6,16.9,986.2,84.0,242.9,1.2,46.46
보은,2023-09,30.3,12.1,18.200000000000003,993.4,86.0,243.2,0.9,40.02
보은,2023-10,22.7,0.7,22.0,998.7,80.0,14.5,0.8,60.14
보은,2023-11,26.0,-7.7,33.7,1000.9,73.0,39.6,1.4,56.99
보은,2023-12,19.1,-13.7,32.8,1003.4,77.0,108.1,1.2,41.21
보은,2024-01,12.9,-13.2,26.1,1003.8,75.0,34.1,1.3,46.74
보은,2024-02,17.8,-6.9,24.700000000000003,1003.1,78.0,79.6,1.2,30.72
보은,2024-03,20.5,-9.3,29.8,997.5,65.0,50.7,1.5,50.96
보은,2024-04,28.2,1.2,27.0,993.6,66.0,45.8,1.3,50.67
보은,2024-05,28.5,5.5,23.0,993.2,71.0,128.4,1.4,63.22
보은,2024-06,34.5,10.9,23.6,988.3,72.0,70.1,1.1,57.43
보은,2024-07,33.4,20.2,13.2,987.7,85.0,513.8,1.3,28.26
보은,2024-08,34.5,19.0,15.5,988.1,81.0,47.6,1.1,47.41
보은,2024-09,34.8,11.8,22.999999999999996,993.6,81.0,148.1,1.0,49.23
보은,2024-10,23.3,4.4,18.9,1000.0,86.0,99.4,0.9,38.99
보은,2024-11,23.0,-4.7,27.7,1001.4,77.0,29.6,1.0,57.77
보은,2024-12,15.2,-10.6,25.799999999999997,1002.3,70.0,5.6,1.2,56.63
보은,2025-01,11.0,-16.9,27.9,1002.8,71.0,13.7,1.1,54.32
보은,2025-02,14.9,-15.0,29.9,1003.0,63.0,10.1,1.7,71.1
보은,2025-03,25.9,-5.6,31.5,997.8,64.0,45.9,1.5,52.92
천안,2023-04,27.2,-1.5,28.7,1005.0,64.0,29.6,1.6,48.77
천안,2023-05,31.2,3.6,27.599999999999998,1003.3,71.0,116.9,1.3,52.57
천안,2023-06,33.0,12.3,20.7,997.5,76.0,178.9,1.3,49.59
천안,2023-07,33.7,19.3,14.400000000000002,998.1,89.0,574.9,1.1,33.55
천안,2023-08,35.0,18.7,16.3,996.1,81.0,196.5,1.2,45.25
천안,2023-09,31.2,12.9,18.299999999999997,1003.5,82.0,180.1,1.1,42.64
천안,2023-10,23.6,1.6,22.0,1009.2,78.0,28.7,0.9,57.93
천안,2023-11,25.8,-7.4,33.2,1011.8,72.0,56.9,1.4,54.04
천안,2023-12,19.1,-14.7,33.8,1014.5,77.0,89.5,1.3,31.44
천안,2024-01,11.6,-13.9,25.5,1015.3,75.0,34.9,1.2,45.15
천안,2024-02,18.7,-6.2,24.9,1014.1,79.0,89.7,1.6,30.79
천안,2024-03,20.5,-9.5,30.0,1008.4,63.0,41.3,1.7,55.06
천안,2024-04,27.8,1.3,26.5,1004.0,65.0,48.2,1.4,51.52
천안,2024-05,27.9,6.2,21.7,1003.6,70.0,107.7,1.3,60.79
천안,2024-06,34.7,10.8,23.900000000000002,998.4,69.0,106.4,1.2,62.23
천안,2024-07,33.1,20.8,12.3,997.5,85.0,509.9,1.3,26.04
천안,2024-08,35.1,21.0,14.100000000000001,998.0,81.0,66.4,1.0,56.67
천안,2024-09,34.1,13.1,21.0,1003.7,81.0,318.0,1.2,45.58
천안,2024-10,24.0,4.7,19.3,1010.4,84.0,99.7,1.0,42.0
천안,2024-11,23.4,-4.6,28.0,1012.2,76.0,39.5,0.9,56.75
천안,2024-12,15.7,-10.1,25.799999999999997,1013.7,70.0,15.2,1.0,58.19
천안,2025-01,9.9,-17.2,27.1,1014.1,70.0,8.0,1.1,53.25
천안,2025-02,14.7,-16.5,31.2,1014.5,64.0,13.2,1.4,69.1
천안,2025-03,26.9,-4.5,31.4,1008.6,62.0,49.5,1.8,56.42
보령,2023-04,24.0,0.4,23.6,1013.3,65.0,42.4,1.8,47.71
보령,2023-05,28.6,6.4,22.200000000000003,1011.3,71.0,190.8,1.4,48.31
보령,2023-06,32.4,14.1,18.299999999999997,1005.7,80.0,95.1,1.5,50.34
보령,2023-07,33.6,20.8,12.8,1005.7,87.0,772.2,2.1,32.9
보령,2023-08,35.2,19.8,15.400000000000002,1003.7,80.0,107.8,1.2,53.44
보령,2023-09,32.2,15.0,17.200000000000003,1011.0,79.0,288.4,1.2,45.48
보령,2023-10,25.8,5.7,20.1,1017.3,72.0,25.5,1.1,65.36
보령,2023-11,24.2,-3.3,27.5,1020.2,68.0,65.2,2.1,46.81
보령,2023-12,18.1,-11.3,29.400000000000002,1022.7,74.0,112.5,1.8,34.29
보령,2024-01,11.0,-8.4,19.4,1023.6,70.0,29.5,1.5,47.31
보령,2024-02,16.0,-3.6,19.6,1022.1,76.0,92.6,1.7,34.13
보령,2024-03,21.6,-7.7,29.3,1017.0,69.0,35.8,2.0,55.45
보령,2024-04,26.7,2.1,24.599999999999998,1012.0,71.0,48.8,1.5,49.11
보령,2024-05,26.6,7.4,19.200000000000003,1011.8,75.0,130.9,1.9,59.26
보령,2024-06,32.6,11.9,20.700000000000003,1006.4,76.0,89.0,1.6,57.37
보령,2024-07,35.3,20.0,15.299999999999997,1005.0,86.0,557.3,3.4,28.72
보령,2024-08,36.4,22.2,14.2,1005.3,81.0,149.7,1.8,59.97
보령,2024-09,37.1,16.6,20.5,1010.8,78.0,234.9,1.6,54.31
보령,2024-10,26.3,6.9,19.4,1017.9,77.0,58.3,1.6,43.65
보령,2024-11,23.7,-2.2,25.9,1020.2,69.0,49.0,1.8,55.8
보령,2024-12,16.6,-7.5,24.1,1022.1,68.0,18.5,1.8,43.68
보령,2025-01,11.3,-12.3,23.6,1022.6,70.0,31.7,1.8,48.89
보령,2025-02,15.2,-11.3,26.5,1023.4,65.0,10.0,1.9,59.13
보령,2025-03,26.8,-4.4,31.200000000000003,1016.9,66.0,49.5,2.6,59.22
부여,2023-04,26.7,-0.6,27.3,1013.4,65.0,60.6,1.5,48.63
부여,2023-05,30.2,4.8,25.4,1011.4,72.0,248.1,1.2,48.87
부여,2023-06,34.6,14.6,20.0,1005.5,76.0,122.2,1.3,49.77
부여,2023-07,34.4,19.7,14.7,1006.0,88.0,880.3,1.2,31.04
부여,2023-08,36.2,20.0,16.200000000000003,1003.8,83.0,300.6,1.0,47.71
부여,2023-09,32.5,13.7,18.8,1011.2,84.0,303.0,0.9,40.85
부여,2023-10,24.9,2.6,22.299999999999997,1017.5,80.0,16.7,0.8,57.94
부여,2023-11,25.7,-5.2,30.9,1020.4,75.0,58.1,1.3,54.31
부여,2023-12,19.8,-13.0,32.8,1023.2,81.0,122.2,1.1,38.39
부여,2024-01,13.7,-10.4,24.1,1023.9,75.0,43.9,1.1,49.79
부여,2024-02,18.0,-5.8,23.8,1022.5,80.0,135.8,1.1,32.57
부여,2024-03,21.9,-8.5,30.4,1017.1,68.0,49.8,1.5,53.36
부여,2024-04,28.9,1.6,27.299999999999997,1012.1,72.0,58.7,1.1,50.7
부여,2024-05,28.9,6.7,22.2,1011.9,74.0,134.0,1.3,61.33
부여,2024-06,35.8,11.3,24.499999999999996,1006.5,72.0,91.2,1.2,58.5
부여,2024-07,34.2,20.5,13.700000000000003,1005.5,86.0,470.8,1.1,25.6
부여,2024-08,35.7,20.6,15.100000000000001,1005.7,81.0,40.8,0.6,54.09
부여,2024-09,35.6,15.5,20.1,1011.3,80.0,162.6,0.6,52.89
부여,2024-10,25.3,5.4,19.9,1018.4,84.0,84.5,0.6,40.1
부여,2024-11,24.0,-3.1,27.1,1020.7,76.0,46.0,0.7,57.01
부여,2024-12,16.6,-8.9,25.5,1022.6,76.0,16.1,0.6,51.23
부여,2025-01,11.9,-15.0,26.9,1023.1,76.0,29.9,0.6,53.91
부여,2025-02,15.7,-13.2,28.9,1023.7,68.0,11.7,1.1,68.94
부여,2025-03,27.8,-4.9,32.7,1017.4,66.0,55.8,1.1,59.01
금산,2023-04,27.9,-2.2,30.099999999999998,994.3,63.0,46.1,1.3,49.34
금산,2023-05,30.9,3.3,27.599999999999998,992.8,71.0,211.5,1.1,45.23
금산,2023-06,33.1,12.8,20.3,987.1,72.0,196.9,1.2,51.68
금산,2023-07,34.4,18.3,16.099999999999998,988.0,87.0,624.5,1.0,29.76
금산,2023-08,35.2,18.5,16.700000000000003,985.8,82.0,248.7,1.0,40.84
금산,2023-09,31.8,12.5,19.3,992.9,85.0,218.5,0.8,38.34
금산,2023-10,24.3,1.6,22.7,998.6,79.0,7.6,0.8,56.38
금산,2023-11,26.7,-7.0,33.7,1000.8,73.0,60.0,1.3,56.9
금산,2023-12,19.4,-14.5,33.9,1003.1,79.0,127.7,1.0,45.22
금산,2024-01,13.3,-11.6,24.9,1003.6,74.0,54.3,1.1,47.91
금산,2024-02,17.8,-6.2,24.0,1002.6,79.0,95.7,1.0,31.55
금산,2024-03,21.2,-9.3,30.5,997.3,64.0,72.7,1.4,54.03
금산,2024-04,28.6,0.7,27.900000000000002,993.2,69.0,46.4,1.0,50.06
금산,2024-05,28.8,5.2,23.6,993.0,69.0,83.2,1.2,64.03
금산,2024-06,36.7,10.6,26.1,988.0,68.0,119.7,1.1,57.1
금산,2024-07,34.3,20.2,14.099999999999998,987.3,83.0,501.5,1.3,28.92
금산,2024-08,35.9,19.6,16.299999999999997,987.6,78.0,56.7,1.0,56.03
금산,2024-09,36.5,12.5,24.0,993.0,79.0,264.8,0.9,49.56
금산,2024-10,25.0,5.2,19.8,999.5,86.0,81.0,0.8,36.29
금산,2024-11,23.9,-4.6,28.5,1001.1,76.0,32.7,0.9,52.53
금산,2024-12,16.1,-9.5,25.6,1002.2,71.0,7.5,1.0,53.41
금산,2025-01,10.6,-15.5,26.1,1002.6,73.0,21.3,1.0,55.13
금산,2025-02,16.0,-12.8,28.8,1002.9,64.0,15.2,1.4,69.04
금산,2025-03,28.6,-5.6,34.2,997.5,61.0,36.5,1.6,53.0
세종,2023-04,27.4,0.1,27.299999999999997,1004.2,59.0,48.8,1.8,47.73
세종,2023-05,30.2,5.2,25.0,1002.5,66.0,194.2,1.4,47.77
세종,2023-06,33.3,14.6,18.699999999999996,996.7,71.0,112.6,1.5,49.82
세종,2023-07,34.5,19.2,15.3,997.4,85.0,866.5,1.3,31.18
세종,2023-08,35.9,19.8,16.099999999999998,995.2,80.0,301.6,1.5,41.95
세종,2023-09,32.1,14.2,17.900000000000002,1002.6,81.0,373.1,1.2,37.68
세종,2023-10,24.2,3.7,20.5,1008.4,74.0,5.3,1.2,56.78
세종,2023-11,25.9,-5.6,31.5,1011.0,68.0,40.0,1.6,51.53
세종,2023-12,19.2,-13.0,32.2,1013.7,75.0,112.3,1.4,38.36
세종,2024-01,12.7,-11.0,23.7,1014.3,72.0,42.5,1.3,42.15
세종,2024-02,18.2,-4.9,23.1,1013.2,76.0,104.0,1.5,30.31
세종,2024-03,20.8,-8.0,28.8,1007.6,62.0,48.8,1.8,50.62
세종,2024-04,28.1,3.6,24.5,1003.1,63.0,43.3,1.5,48.67
세종,2024-05,29.1,7.3,21.8,1002.7,67.0,128.8,1.5,60.51
세종,2024-06,35.1,12.3,22.8,997.4,67.0,104.3,1.3,59.71
세종,2024-07,34.5,21.2,13.3,996.5,83.0,542.1,1.5,27.04
세종,2024-08,35.3,20.9,14.399999999999999,996.9,78.0,70.7,1.3,52.97
세종,2024-09,35.2,15.2,20.000000000000004,1002.4,77.0,232.1,1.4,47.95
세종,2024-10,24.3,6.2,18.1,1009.3,83.0,97.1,1.1,34.58
세종,2024-11,23.4,-2.2,25.599999999999998,1011.1,72.0,43.1,1.2,53.9
세종,2024-12,15.6,-8.7,24.299999999999997,1012.7,67.0,6.0,1.3,50.61
세종,2025-01,10.0,-14.2,24.2,1013.1,68.0,19.0,1.3,49.01
세종,2025-02,14.6,-11.6,26.2,1013.5,62.0,10.3,1.7,64.2
세종,2025-03,27.1,-3.6,30.700000000000003,1007.6,60.0,55.0,1.9,51.82
부안,2023-04,25.7,1.4,24.3,1013.7,67.0,48.6,1.9,45.42
부안,2023-05,31.9,6.3,25.599999999999998,1011.5,72.0,236.7,1.7,48.19
부안,2023-06,32.9,15.3,17.599999999999998,1006.0,77.0,247.2,1.8,48.51
부안,2023-07,34.0,20.4,13.600000000000001,1006.2,86.0,647.2,1.9,33.25
부안,2023-08,35.6,19.3,16.3,1004.0,81.0,168.5,1.4,53.69
부안,2023-09,32.2,14.3,17.900000000000002,1011.3,83.0,191.2,1.1,41.44
부안,2023-10,24.7,6.0,18.7,1017.7,74.0,13.3,1.1,63.33
부안,2023-11,26.7,-2.5,29.2,1020.6,73.0,104.7,1.7,45.04
부안,2023-12,19.9,-11.5,31.4,1023.2,81.0,136.2,1.5,29.97
부안,2024-01,14.3,-7.8,22.1,1023.9,77.0,54.7,1.2,41.55
부안,2024-02,18.4,-3.2,21.599999999999998,1022.4,81.0,130.9,1.5,37.39
부안,2024-03,20.8,-5.5,26.3,1017.4,71.0,75.2,1.9,49.73
부안,2024-04,27.4,3.7,23.7,1012.3,76.0,56.6,1.4,47.69
부안,2024-05,28.4,8.5,19.9,1012.2,73.0,88.3,1.8,62.4
부안,2024-06,35.5,13.2,22.3,1006.9,73.0,77.7,1.6,54.04
부안,2024-07,34.6,22.0,12.600000000000001,1005.7,83.0,325.5,2.1,32.15
부안,2024-08,36.0,21.6,14.399999999999999,1005.8,79.0,37.2,1.4,60.38
부안,2024-09,35.7,16.1,19.6,1011.2,79.0,165.1,1.1,51.53
부안,2024-10,26.1,6.6,19.5,1018.3,80.0,71.6,1.0,43.54
부안,2024-11,23.5,-1.8,25.3,1020.7,72.0,50.4,1.3,50.79
부안,2024-12,17.7,-6.5,24.2,1022.8,72.0,35.0,1.2,38.61
부안,2025-01,12.1,-14.2,26.299999999999997,1023.2,75.0,44.8,1.2,48.88
부안,2025-02,16.4,-10.9,27.299999999999997,1023.9,70.0,35.6,1.4,55.66
부안,2025-03,28.2,-1.8,30.0,1017.4,65.0,43.0,2.1,54.14
임실,2023-04,27.0,-1.7,28.7,985.6,67.0,62.6,1.4,46.61
임실,2023-05,31.3,3.1,28.2,984.1,73.0,222.0,1.2,44.26
임실,2023-06,32.5,12.3,20.2,978.9,76.0,208.1,1.2,47.14
임실,2023-07,33.5,18.6,14.899999999999999,979.9,88.0,708.5,1.3,27.67
임실,2023-08,34.9,18.9,16.0,977.4,83.0,328.2,1.1,45.02
임실,2023-09,31.2,12.3,18.9,984.2,84.0,151.6,0.8,39.08
임실,2023-10,23.9,2.0,21.9,989.8,77.0,11.1,0.8,60.43
임실,2023-11,25.8,-4.6,30.4,991.9,73.0,91.5,1.2,47.51
임실,2023-12,19.6,-12.4,32.0,993.9,79.0,129.8,1.0,38.61
임실,2024-01,14.5,-10.4,24.9,994.2,76.0,48.1,1.0,43.42
임실,2024-02,16.4,-5.6,22.0,993.1,79.0,108.5,1.1,33.24
임실,2024-03,22.7,-9.1,31.799999999999997,988.4,68.0,73.6,1.3,49.84
임실,2024-04,28.2,1.8,26.4,984.3,72.0,74.3,1.1,46.92
임실,2024-05,29.3,6.3,23.0,984.4,71.0,104.5,1.4,64.84
임실,2024-06,34.6,9.7,24.900000000000002,979.7,73.0,100.4,1.1,48.33
임실,2024-07,32.9,19.7,13.2,979.4,85.0,369.7,1.5,24.44
임실,2024-08,34.8,20.0,14.799999999999997,979.3,82.0,107.9,1.1,54.58
임실,2024-09,34.6,12.7,21.900000000000002,984.5,81.0,276.6,1.0,50.5
임실,2024-10,25.3,3.8,21.5,990.4,83.0,83.1,0.8,42.21
임실,2024-11,22.7,-4.1,26.799999999999997,992.1,78.0,69.5,0.9,46.51
임실,2024-12,17.0,-9.1,26.1,993.1,75.0,23.7,0.9,42.43
임실,2025-01,12.1,-16.2,28.299999999999997,993.5,76.0,52.6,0.9,47.61
임실,2025-02,14.5,-15.3,29.8,993.8,69.0,27.5,1.2,60.01
임실,2025-03,26.2,-8.2,34.4,988.5,66.0,38.4,1.5,52.32
정읍,2023-04,25.9,-0.5,26.4,1007.0,62.0,47.9,1.7,49.31
정읍,2023-05,32.2,5.0,27.200000000000003,1005.0,67.0,202.1,1.4,47.42
정읍,2023-06,34.9,14.0,20.9,999.6,72.0,230.8,1.5,49.53
정읍,2023-07,34.7,20.6,14.100000000000001,999.9,81.0,705.4,1.7,32.42
정읍,2023-08,35.4,19.1,16.299999999999997,997.6,78.0,260.2,1.4,52.66
정읍,2023-09,32.2,14.0,18.200000000000003,1004.7,79.0,198.8,1.1,43.96
정읍,2023-10,25.5,5.6,19.9,1011.0,71.0,16.7,1.2,65.59
정읍,2023-11,26.8,-3.1,29.900000000000002,1013.7,69.0,90.9,1.9,49.37
정읍,2023-12,19.5,-11.4,30.9,1016.1,75.0,124.0,1.5,38.51
정읍,2024-01,13.9,-8.6,22.5,1016.7,72.0,67.9,1.3,44.57
정읍,2024-02,18.0,-3.8,21.8,1015.2,76.0,106.0,1.4,34.66
정읍,2024-03,21.5,-7.0,28.5,1010.4,66.0,69.3,2.0,54.13
정읍,2024-04,29.7,3.2,26.5,1005.5,72.0,70.8,1.7,47.95
정읍,2024-05,29.8,7.1,22.700000000000003,1005.5,69.0,83.9,2.2,62.82
정읍,2024-06,37.5,11.6,25.9,1000.3,70.0,76.3,2.0,50.3
정읍,2024-07,35.9,21.5,14.399999999999999,999.3,81.0,307.4,3.0,30.17
정읍,2024-08,36.7,21.7,15.000000000000004,999.3,78.0,126.9,1.6,60.01
정읍,2024-09,37.3,15.9,21.4,1004.6,78.0,153.6,1.5,55.02
정읍,2024-10,26.3,5.8,20.5,1011.4,81.0,87.8,1.6,44.7
정읍,2024-11,24.4,-3.0,27.4,1013.8,73.0,47.2,1.9,54.1
정읍,2024-12,17.8,-7.8,25.6,1015.6,72.0,29.6,1.9,44.15
정읍,2025-01,10.9,-14.2,25.1,1016.0,75.0,42.4,1.7,52.06
정읍,2025-02,16.9,-11.1,28.0,1016.7,69.0,40.4,2.2,55.17
정읍,2025-03,28.4,-3.1,31.5,1010.4,64.0,42.3,2.5,57.31
남원,2023-04,27.9,-2.0,29.9,999.8,62.0,37.9,2.2,48.73
남원,2023-05,31.7,4.4,27.299999999999997,998.0,70.0,172.6,2.0,44.37
남원,2023-06,33.5,13.4,20.1,992.7,73.0,273.0,1.5,46.8
남원,2023-07,34.7,19.0,15.700000000000003,993.4,85.0,628.9,1.6,29.36
남원,2023-08,37.0,19.2,17.8,990.7,81.0,294.2,1.6,48.8
남원,2023-09,32.2,14.3,17.900000000000002,997.7,80.0,107.1,1.5,41.57
남원,2023-10,24.8,3.1,21.7,1003.7,73.0,9.9,1.4,63.13
남원,2023-11,26.7,-5.0,31.7,1006.6,73.0,83.5,1.4,50.75
남원,2023-12,19.8,-11.4,31.200000000000003,1008.6,76.0,106.8,1.4,43.67
남원,2024-01,15.3,-9.5,24.8,1008.9,72.0,34.3,1.6,50.18
남원,2024-02,17.6,-5.5,23.1,1007.7,75.0,111.6,2.2,37.09
남원,2024-03,23.4,-9.1,32.5,1002.8,64.0,65.0,2.0,51.18
