city,year_month,temperature_max,temperature_min,temperature_range,pressure,humidity,rain,wind,sunshine_rate
남원,2024-04,29.4,3.1,26.299999999999997,998.2,68.0,75.6,1.9,46.15
남원,2024-05,30.4,6.9,23.5,998.3,66.0,91.1,2.0,65.82
남원,2024-06,35.9,11.4,24.5,993.3,70.0,191.0,1.6,49.13
남원,2024-07,34.7,21.0,13.700000000000003,992.9,82.0,312.8,1.9,27.94
남원,2024-08,36.3,21.4,14.899999999999999,992.6,78.0,146.9,1.7,59.96
남원,2024-09,35.8,14.8,20.999999999999996,997.8,81.0,223.0,1.8,52.92
남원,2024-10,26.0,4.4,21.6,1004.2,84.0,100.9,1.6,43.73
남원,2024-11,23.1,-2.6,25.700000000000003,1006.4,78.0,60.1,1.3,49.31
남원,2024-12,16.3,-8.5,24.8,1007.9,73.0,3.7,1.2,46.9
남원,2025-01,13.1,-14.0,27.1,1008.3,73.0,24.0,1.4,56.93
남원,2025-02,15.7,-15.0,30.7,1008.6,67.0,22.6,1.5,54.57
남원,2025-03,26.9,-5.3,32.199999999999996,1002.9,63.0,22.0,2.4,55.67
장수,2023-04,26.1,-3.2,29.3,967.4,66.0,64.2,1.6,45.8
장수,2023-05,29.7,2.1,27.599999999999998,966.3,75.0,239.2,1.4,40.58
장수,2023-06,31.3,11.4,19.9,961.5,76.0,348.0,1.4,47.66
장수,2023-07,33.3,16.3,16.999999999999996,962.7,86.0,761.8,1.4,28.18
장수,2023-08,34.0,17.1,16.9,960.4,86.0,296.2,1.2,39.61
장수,2023-09,30.7,12.1,18.6,966.8,87.0,165.6,1.0,37.7
장수,2023-10,23.1,0.3,22.8,971.7,78.0,15.9,1.1,57.53
장수,2023-11,25.1,-6.9,32.0,973.1,73.0,94.8,1.7,50.39
장수,2023-12,17.2,-14.2,31.4,974.8,78.0,108.9,1.4,40.38
장수,2024-01,13.3,-12.1,25.4,974.9,74.0,56.5,1.5,47.74
장수,2024-02,15.3,-6.9,22.200000000000003,974.3,80.0,127.7,1.3,33.02
장수,2024-03,21.2,-10.5,31.7,969.6,67.0,74.1,1.8,49.04
장수,2024-04,27.7,0.2,27.5,966.3,73.0,75.7,1.2,42.86
장수,2024-05,28.7,4.4,24.299999999999997,966.5,70.0,112.2,1.5,59.36
장수,2024-06,33.6,8.4,25.200000000000003,962.2,75.0,183.3,1.2,48.08
장수,2024-07,32.2,19.1,13.100000000000001,962.2,84.0,470.2,1.6,23.56
장수,2024-08,33.8,18.1,15.699999999999996,962.3,84.0,67.8,1.1,48.49
장수,2024-09,33.4,10.4,23.0,967.3,84.0,278.9,1.0,43.95
장수,2024-10,24.2,2.4,21.8,972.3,85.0,101.8,1.1,36.76
장수,2024-11,22.2,-5.4,27.6,973.6,79.0,79.2,1.1,47.49
장수,2024-12,13.9,-13.7,27.6,973.8,73.0,16.9,1.5,44.49
장수,2025-01,10.4,-18.7,29.1,974.1,75.0,38.1,1.3,46.75
장수,2025-02,13.7,-16.3,30.0,974.2,67.0,26.2,1.8,59.77
장수,2025-03,25.7,-12.5,38.2,969.9,65.0,46.0,1.8,50.71
고창,2023-04,26.7,-0.7,27.4,1007.9,65.0,63.7,1.8,45.89
고창,2023-05,31.6,5.1,26.5,1005.7,71.0,173.0,1.6,40.43
고창,2023-06,33.4,13.6,19.799999999999997,1000.3,77.0,122.5,1.5,41.03
고창,2023-07,34.4,20.2,14.2,1000.6,85.0,526.2,1.6,23.68
고창,2023-08,36.0,18.7,17.3,998.2,80.0,190.2,1.4,44.02
고창,2023-09,32.7,14.1,18.6,1005.4,81.0,190.5,1.2,37.64
고창,2023-10,24.6,4.9,19.700000000000003,1011.9,75.0,11.5,1.1,58.77
고창,2023-11,26.8,-3.0,29.8,1014.8,72.0,67.5,2.0,42.06
고창,2023-12,19.7,-10.9,30.6,1017.3,80.0,110.8,1.5,27.75
고창,2024-01,14.1,-8.4,22.5,1018.0,76.0,48.1,1.4,39.4
고창,2024-02,18.1,-4.4,22.5,1016.4,79.0,87.8,1.6,32.34
고창,2024-03,21.8,-7.6,29.4,1011.6,69.0,58.7,1.9,47.63
고창,2024-04,29.2,2.5,26.7,1006.3,73.0,63.9,1.4,43.73
고창,2024-05,28.8,6.7,22.1,1006.3,71.0,81.0,1.7,56.32
고창,2024-06,36.2,11.3,24.900000000000002,1001.0,75.0,82.6,1.4,41.23
고창,2024-07,35.0,20.7,14.3,1000.0,83.0,287.2,2.0,23.48
고창,2024-08,35.5,19.9,15.600000000000001,999.9,79.0,55.9,1.3,51.05
고창,2024-09,36.1,16.2,19.900000000000002,1005.1,78.0,165.1,1.1,47.44
고창,2024-10,26.5,6.3,20.2,1012.1,81.0,110.6,1.3,39.13
고창,2024-11,23.8,-2.3,26.1,1014.7,73.0,64.5,1.5,46.45
고창,2024-12,17.4,-7.3,24.7,1016.7,72.0,30.7,1.5,37.71
고창,2025-01,11.1,-13.3,24.4,1017.2,74.0,46.9,1.3,44.86
고창,2025-02,16.0,-10.5,26.5,1017.8,69.0,41.2,1.8,45.16
고창,2025-03,27.9,-3.3,31.2,1011.5,64.0,40.8,1.9,51.25
영광,2023-04,25.2,0.4,24.8,1011.1,67.0,65.2,1.8,47.53
영광,2023-05,30.4,5.7,24.7,1008.8,74.0,199.4,1.8,41.36
영광,2023-06,32.2,14.3,17.900000000000002,1003.3,78.0,136.5,1.8,39.48
영광,2023-07,34.3,21.1,13.199999999999996,1003.6,86.0,538.1,2.1,23.93
영광,2023-08,35.3,18.7,16.599999999999998,1001.1,81.0,143.1,1.4,52.39
영광,2023-09,32.3,14.5,17.799999999999997,1008.3,82.0,166.0,1.1,44.59
영광,2023-10,24.6,5.0,19.6,1014.9,75.0,15.2,1.2,60.78
영광,2023-11,25.8,-3.1,28.900000000000002,1017.8,70.0,61.1,2.1,43.01
영광,2023-12,19.2,-11.3,30.5,1020.4,79.0,95.7,1.6,29.41
영광,2024-01,13.9,-8.0,21.9,1021.1,75.0,40.0,1.7,45.98
영광,2024-02,17.8,-5.1,22.9,1019.5,81.0,105.2,1.6,35.27
영광,2024-03,21.2,-7.2,28.4,1014.7,71.0,63.7,1.9,52.41
영광,2024-04,26.5,2.8,23.7,1009.4,76.0,73.6,1.5,48.95
영광,2024-05,27.8,6.9,20.9,1009.5,74.0,95.6,1.9,59.71
영광,2024-06,34.8,13.1,21.699999999999996,1004.1,76.0,88.3,1.5,40.86
영광,2024-07,35.2,21.6,13.600000000000001,1002.9,84.0,206.0,2.4,26.96
영광,2024-08,35.8,21.0,14.799999999999997,1002.8,80.0,57.4,1.3,57.48
영광,2024-09,36.3,16.2,20.099999999999998,1008.1,80.0,113.9,1.1,57.78
영광,2024-10,26.1,6.8,19.3,1015.1,81.0,102.8,1.2,44.88
영광,2024-11,23.4,-2.0,25.4,1017.8,71.0,79.8,1.7,53.44
영광,2024-12,17.2,-6.5,23.7,1019.9,69.0,25.4,1.7,42.87
영광,2025-01,11.8,-11.9,23.700000000000003,1020.4,71.0,31.4,1.5,53.27
영광,2025-02,16.1,-10.1,26.200000000000003,1021.0,69.0,45.2,2.1,46.49
영광,2025-03,28.4,-3.1,31.5,1014.6,66.0,38.7,2.1,56.69
김해,2023-04,27.4,3.4,24.0,1009.0,63.0,106.8,2.0,54.45
김해,2023-05,28.4,7.7,20.7,1007.7,75.0,291.6,1.6,45.48
김해,2023-06,32.8,14.3,18.499999999999996,1001.7,79.0,131.8,1.6,45.14
김해,2023-07,34.9,19.9,15.0,1003.0,90.0,448.9,1.6,30.71
김해,2023-08,36.0,22.1,13.899999999999999,999.8,82.0,347.0,1.4,47.29
김해,2023-09,33.3,15.9,17.4,1006.8,81.0,238.1,0.8,39.94
김해,2023-10,26.5,7.2,19.3,1012.2,65.0,3.8,1.2,63.17
김해,2023-11,28.0,-2.1,30.1,1014.5,58.0,64.8,1.9,65.99
김해,2023-12,21.4,-9.4,30.799999999999997,1017.5,60.0,80.0,1.7,63.57
김해,2024-01,15.2,-8.2,23.4,1017.4,58.0,34.7,1.8,65.58
김해,2024-02,21.7,-1.0,22.7,1017.4,70.0,137.2,1.5,34.92
김해,2024-03,24.2,-5.9,30.1,1011.7,59.0,112.6,1.9,54.32
김해,2024-04,27.7,6.3,21.4,1007.9,71.0,133.3,1.3,44.83
김해,2024-05,31.3,7.7,23.6,1007.4,66.0,134.0,1.7,62.88
김해,2024-06,34.4,13.3,21.099999999999998,1002.4,75.0,178.5,1.5,45.96
김해,2024-07,35.7,21.3,14.400000000000002,1002.4,89.0,210.6,1.8,35.26
김해,2024-08,37.1,23.3,13.8,1001.6,79.0,66.9,1.4,58.07
김해,2024-09,37.5,16.3,21.2,1007.3,77.0,440.3,1.1,46.42
김해,2024-10,29.8,8.9,20.9,1013.4,76.0,182.4,1.4,37.2
김해,2024-11,24.0,0.1,23.9,1015.2,67.0,89.5,1.5,52.57
김해,2024-12,19.6,-3.5,23.1,1015.9,48.0,0.0,2.0,74.75
김해,2025-01,15.0,-11.4,26.4,1016.9,50.0,3.3,1.9,72.28
김해,2025-02,19.0,-9.7,28.7,1016.5,44.0,23.3,2.3,72.93
김해,2025-03,26.6,-1.1,27.700000000000003,1012.0,58.0,30.4,1.8,51.61
순창,2023-04,27.8,-1.3,29.1,1000.3,66.0,57.4,2.0,45.97
순창,2023-05,31.6,4.2,27.400000000000002,998.5,73.0,195.1,1.6,42.59
순창,2023-06,34.0,12.7,21.3,993.0,76.0,383.7,1.6,44.93
순창,2023-07,35.2,19.5,15.700000000000003,993.8,87.0,738.2,1.3,27.56
순창,2023-08,36.8,19.3,17.499999999999996,990.9,82.0,304.5,1.4,47.85
순창,2023-09,33.4,13.6,19.799999999999997,997.9,82.0,123.0,1.1,39.04
순창,2023-10,24.6,2.6,22.0,1003.9,78.0,9.1,1.2,55.9
순창,2023-11,25.7,-4.2,29.9,1006.4,75.0,83.3,1.8,48.66
순창,2023-12,19.5,-11.6,31.1,1008.8,82.0,119.7,1.4,36.63
순창,2024-01,15.4,-8.9,24.3,1009.1,73.0,38.9,1.6,44.35
순창,2024-02,17.6,-5.5,23.1,1007.8,75.0,109.5,1.5,34.57
순창,2024-03,22.8,-8.2,31.0,1002.9,63.0,78.3,2.1,51.06
순창,2024-04,28.9,2.2,26.7,998.2,67.0,87.3,1.5,45.24
순창,2024-05,30.1,7.1,23.0,998.3,64.0,116.5,2.0,61.44
순창,2024-06,36.2,10.9,25.300000000000004,993.3,68.0,158.7,1.6,43.73
순창,2024-07,35.2,21.6,13.600000000000001,992.6,80.0,318.9,1.8,23.15
순창,2024-08,36.7,20.1,16.6,992.2,77.0,117.5,1.4,51.94
순창,2024-09,36.6,14.0,22.6,997.3,76.0,209.1,1.2,51.37
순창,2024-10,26.2,4.8,21.4,1004.7,79.0,87.5,1.3,41.63
순창,2024-11,23.3,-3.2,26.5,1006.9,73.0,65.9,1.6,49.68
순창,2024-12,15.9,-8.0,23.9,1008.4,71.0,11.2,1.6,44.14
순창,2025-01,12.9,-16.2,29.1,1008.8,74.0,36.1,1.5,54.62
순창,2025-02,16.8,-12.7,29.5,1009.2,67.0,36.6,2.1,60.4
순창,2025-03,26.9,-5.3,32.199999999999996,1003.4,61.0,42.8,2.3,57.66
북창원,2023-04,28.8,4.0,24.8,1009.0,63.0,107.4,1.8,52.84
북창원,2023-05,31.1,9.0,22.1,1007.8,72.0,305.7,1.3,43.6
북창원,2023-06,33.6,15.7,17.900000000000002,1001.8,77.0,153.8,1.2,45.79
북창원,2023-07,36.1,20.7,15.400000000000002,1003.0,87.0,416.1,1.1,25.4
북창원,2023-08,36.4,23.4,13.0,999.7,79.0,528.9,1.3,44.34
북창원,2023-09,33.0,17.3,15.7,1006.7,80.0,294.7,1.3,39.18
북창원,2023-10,25.8,7.1,18.700000000000003,1012.2,66.0,5.0,1.4,59.16
북창원,2023-11,27.7,-1.3,29.0,1014.6,61.0,56.2,1.7,55.06
북창원,2023-12,20.8,-8.1,28.9,1017.5,63.0,79.3,1.7,51.74
북창원,2024-01,15.3,-6.6,21.9,1017.4,59.0,50.9,1.8,57.61
북창원,2024-02,21.3,-1.2,22.5,1017.3,71.0,141.3,1.8,34.02
북창원,2024-03,24.3,-4.8,29.1,1011.6,59.0,116.9,2.0,52.9
북창원,2024-04,29.6,7.1,22.5,1007.7,68.0,114.1,1.2,44.11
북창원,2024-05,32.1,8.9,23.200000000000003,1007.1,63.0,160.3,1.4,63.1
북창원,2024-06,35.8,14.8,20.999999999999996,1002.1,71.0,159.1,1.0,45.08
북창원,2024-07,36.6,22.2,14.400000000000002,1002.0,84.0,211.0,1.2,36.03
북창원,2024-08,37.5,24.2,13.3,1001.2,76.0,85.5,1.3,55.83
북창원,2024-09,37.3,17.2,20.099999999999998,1006.8,75.0,489.7,1.4,44.46
북창원,2024-10,30.3,9.1,21.200000000000003,1012.9,75.0,217.4,1.6,38.99
북창원,2024-11,23.7,1.6,22.099999999999998,1014.9,68.0,106.4,1.5,45.34
북창원,2024-12,19.4,-2.6,22.0,1015.6,50.0,,1.9,61.93
북창원,2025-01,13.8,-10.2,24.0,1016.6,52.0,3.7,1.7,62.13
북창원,2025-02,19.4,-8.0,27.4,1016.3,45.0,24.9,2.4,68.9
북창원,2025-03,27.6,0.3,27.3,1011.6,57.0,45.4,1.8,53.32
양산,2023-04,28.7,4.9,23.799999999999997,1014.1,64.0,86.9,2.5,50.08
양산,2023-05,29.0,6.0,23.0,1012.7,74.0,294.4,2.2,41.55
양산,2023-06,34.0,13.6,20.4,1006.5,77.0,122.8,2.0,39.35
양산,2023-07,36.5,19.9,16.6,1007.7,87.0,474.3,2.0,27.52
양산,2023-08,37.4,22.0,15.399999999999999,1004.5,78.0,531.4,2.0,45.73
양산,2023-09,33.1,16.0,17.1,1011.5,79.0,338.3,1.9,37.4
양산,2023-10,27.3,6.2,21.1,1016.9,66.0,2.6,1.5,62.34
양산,2023-11,27.3,-1.7,29.0,1019.3,60.0,62.2,2.0,62.4
양산,2023-12,20.5,-7.1,27.6,1022.5,62.0,87.2,2.1,55.28
양산,2024-01,15.4,-6.8,22.2,1022.3,59.0,31.3,2.0,59.06
양산,2024-02,22.9,-2.1,25.0,1022.4,73.0,139.9,2.5,32.1
양산,2024-03,25.2,-4.3,29.5,1016.5,61.0,100.7,2.5,52.26
양산,2024-04,29.0,6.3,22.7,1012.6,71.0,106.2,2.1,43.67
양산,2024-05,31.8,7.5,24.3,1012.0,66.0,130.8,2.2,53.85
양산,2024-06,35.7,13.3,22.400000000000002,1006.8,72.0,160.6,1.9,39.66
양산,2024-07,37.7,21.5,16.200000000000003,1006.7,86.0,211.3,2.5,29.4
양산,2024-08,39.3,22.5,16.799999999999997,1005.8,76.0,111.1,2.0,54.04
양산,2024-09,37.7,18.5,19.200000000000003,1011.6,77.0,390.7,2.0,42.72
양산,2024-10,30.5,8.7,21.8,1017.6,76.0,197.9,1.9,38.47
양산,2024-11,24.6,1.1,23.5,1019.6,69.0,88.9,1.6,47.4
양산,2024-12,19.4,-2.3,21.7,1020.4,51.0,,1.9,68.5
양산,2025-01,14.8,-9.2,24.0,1021.5,55.0,3.2,1.9,64.01
양산,2025-02,18.1,-8.5,26.6,1021.0,,20.3,2.4,70.42
양산,2025-03,25.7,-0.4,26.099999999999998,1016.5,62.0,45.0,2.6,50.97
보성,2023-04,26.3,1.0,25.3,1016.0,73.0,100.8,2.8,48.26
보성,2023-05,29.1,5.3,23.8,1013.9,81.0,335.7,2.6,41.22
보성,2023-06,30.7,16.0,14.7,1008.2,79.0,374.0,2.6,47.5
보성,2023-07,33.5,19.8,13.7,1009.1,92.0,553.2,1.8,20.36
보성,2023-08,36.4,21.1,15.299999999999997,1005.7,85.0,162.1,2.2,56.98
보성,2023-09,32.4,15.7,16.7,1012.8,85.0,156.3,2.0,45.6
보성,2023-10,26.2,5.2,21.0,1019.2,72.0,7.0,2.5,67.83
보성,2023-11,25.9,-2.5,28.4,1022.2,72.0,109.8,3.1,58.25
보성,2023-12,19.8,-8.5,28.3,1024.9,78.0,67.4,2.6,50.34
보성,2024-01,15.5,-5.5,21.0,1025.0,71.0,40.1,,55.0
보성,2024-02,18.5,-3.8,22.3,1024.1,80.0,206.8,,36.05
보성,2024-03,22.1,-5.5,27.6,1019.0,70.0,88.2,3.1,52.72
보성,2024-04,27.3,5.2,22.1,1014.2,81.0,198.4,2.1,43.26
보성,2024-05,31.5,7.3,24.2,1014.1,73.0,239.2,2.8,61.77
보성,2024-06,34.5,13.7,20.8,1008.8,78.0,243.0,2.4,47.07
보성,2024-07,34.2,21.8,12.400000000000002,1008.4,91.0,383.3,2.2,29.58
보성,2024-08,36.3,22.0,14.299999999999997,1007.4,85.0,34.2,2.1,65.38
보성,2024-09,35.0,15.3,19.7,1012.8,85.0,239.2,2.0,58.15
보성,2024-10,27.6,8.6,19.0,1019.4,81.0,150.1,2.3,46.35
보성,2024-11,23.0,-0.6,23.6,1022.0,74.0,103.9,2.6,51.75
보성,2024-12,18.3,-4.0,22.3,1023.8,67.0,1.8,3.2,61.37
보성,2025-01,13.4,-7.9,21.3,1024.5,69.0,5.6,2.8,64.89
보성,2025-02,16.3,-7.8,24.1,1024.8,64.0,32.6,3.6,63.76
보성,2025-03,24.8,-3.2,28.0,1019.1,67.0,46.7,3.1,53.94
강진,2023-04,26.7,1.0,25.7,1013.2,72.0,95.7,2.0,47.0
강진,2023-05,29.5,6.3,23.2,1011.0,78.0,321.7,1.6,40.67
강진,2023-06,31.5,14.4,17.1,1005.5,77.0,171.5,1.7,41.93
강진,2023-07,34.2,19.6,14.600000000000001,1006.1,90.0,562.6,1.4,20.09
강진,2023-08,36.6,20.4,16.200000000000003,1003.0,82.0,349.2,1.4,52.57
강진,2023-09,33.1,15.4,17.700000000000003,1010.1,83.0,124.4,1.2,39.67
강진,2023-10,26.3,6.2,20.1,1016.6,73.0,6.3,1.4,56.94
강진,2023-11,26.2,-2.9,29.099999999999998,1019.6,73.0,85.7,1.9,43.68
강진,2023-12,20.2,-8.6,28.799999999999997,1022.3,81.0,62.3,1.6,36.69
강진,2024-01,15.8,-5.6,21.4,1022.5,76.0,52.3,1.8,45.03
강진,2024-02,19.0,-4.3,23.3,1021.1,82.0,163.5,1.8,32.3
강진,2024-03,23.3,-5.9,29.200000000000003,1016.3,73.0,73.3,2.0,48.88
강진,2024-04,29.5,3.6,25.9,1011.2,79.0,151.4,1.4,44.97
강진,2024-05,31.0,7.9,23.1,1011.4,73.0,174.4,1.7,57.39
강진,2024-06,34.2,12.3,21.900000000000002,1006.0,79.0,228.2,1.5,41.79
강진,2024-07,34.6,20.5,14.100000000000001,1005.4,89.0,243.5,1.5,24.45
강진,2024-08,37.0,21.2,15.8,1004.6,82.0,65.5,1.4,60.34
강진,2024-09,36.1,16.1,20.0,1009.7,83.0,432.7,1.3,53.23
강진,2024-10,28.3,7.7,20.6,1016.3,82.0,127.5,1.3,37.28
강진,2024-11,23.5,-0.2,23.7,1019.0,74.0,106.9,1.8,45.97
강진,2024-12,18.2,-4.2,22.4,1022.3,70.0,4.0,2.0,50.54
강진,2025-01,14.8,-7.7,22.5,1022.9,73.0,13.4,1.8,53.16
강진,2025-02,16.9,-7.7,24.599999999999998,1023.4,68.0,48.4,2.4,52.15
강진,2025-03,26.5,-3.0,29.5,1017.7,67.0,31.0,2.0,46.45
장흥,2023-04,29.0,-0.4,29.4,1010.1,72.0,109.5,1.9,48.14
장흥,2023-05,30.4,3.6,26.799999999999997,1008.1,81.0,286.2,1.8,43.4
장흥,2023-06,31.1,13.9,17.200000000000003,1002.6,80.0,219.1,1.5,47.22
장흥,2023-07,34.2,19.4,14.800000000000004,1003.2,93.0,575.2,1.5,24.98
장흥,2023-08,35.9,19.9,16.0,1000.2,86.0,356.2,1.3,56.37
장흥,2023-09,32.6,15.1,17.5,1007.3,85.0,152.9,0.9,44.21
장흥,2023-10,25.6,3.5,22.1,1013.7,76.0,7.5,1.2,64.76
장흥,2023-11,26.7,-3.9,30.599999999999998,1016.5,73.0,93.0,1.8,56.42
장흥,2023-12,20.4,-9.8,30.2,1019.0,79.0,51.9,1.4,47.08
장흥,2024-01,15.7,-8.0,23.7,1019.3,74.0,42.9,1.9,52.71
장흥,2024-02,19.4,-5.6,25.0,1018.0,81.0,145.4,1.6,34.88
장흥,2024-03,22.6,-6.3,28.900000000000002,1013.2,71.0,68.2,1.9,53.27
장흥,2024-04,28.4,2.5,25.9,1008.3,79.0,162.9,1.4,46.16
장흥,2024-05,30.3,6.5,23.8,1008.5,72.0,163.5,1.7,62.18
장흥,2024-06,34.0,12.0,22.0,1003.3,78.0,222.9,1.5,45.91
장흥,2024-07,33.7,20.9,12.800000000000004,1002.8,89.0,350.3,1.6,28.45
장흥,2024-08,35.8,20.2,15.599999999999998,1002.1,83.0,58.3,1.2,68.45
장흥,2024-09,34.9,14.7,20.2,1007.3,85.0,423.3,1.0,55.29
장흥,2024-10,27.7,7.3,20.4,1013.8,81.0,139.8,1.2,44.18
장흥,2024-11,23.2,-1.9,25.099999999999998,1016.4,74.0,104.2,1.5,52.38
장흥,2024-12,18.5,-5.6,24.1,1018.2,68.0,2.3,1.8,59.46
장흥,2025-01,14.2,-7.9,22.1,1018.8,71.0,9.6,1.5,62.84
장흥,2025-02,16.3,-9.8,26.1,1019.1,66.0,30.3,2.3,61.15
장흥,2025-03,26.0,-4.6,30.6,1013.4,66.0,40.6,1.9,54.56
해남,2023-04,25.8,0.1,25.7,1013.9,74.0,91.9,2.5,51.6
해남,2023-05,30.3,4.9,25.4,1011.6,81.0,263.6,2.3,42.6
해남,2023-06,30.4,14.2,16.2,1005.9,85.0,153.7,2.3,37.19
해남,2023-07,33.5,20.3,13.2,1006.6,90.0,526.0,2.4,25.7
해남,2023-08,36.0,19.3,16.7,1003.8,84.0,199.8,1.5,61.44
해남,2023-09,32.6,14.6,18.0,1010.9,84.0,124.7,1.3,51.25
해남,2023-10,25.2,4.9,20.299999999999997,1017.5,76.0,4.9,1.5,66.72
해남,2023-11,25.6,-3.8,29.400000000000002,1020.5,75.0,81.6,2.1,53.59
해남,2023-12,21.0,-9.3,30.3,1023.0,81.0,56.6,1.9,43.55
해남,2024-01,15.2,-6.1,21.299999999999997,1023.4,77.0,43.3,2.1,51.29
해남,2024-02,18.7,-4.3,23.0,1021.8,81.0,110.6,2.3,34.17
해남,2024-03,23.0,-4.5,27.5,1017.2,74.0,65.1,2.4,50.85
해남,2024-04,27.1,2.6,24.5,1012.1,80.0,91.4,2.0,45.97
해남,2024-05,28.8,7.4,21.4,1012.3,75.0,129.2,2.2,63.7
해남,2024-06,33.5,12.9,20.6,1007.0,80.0,185.8,1.9,45.44
해남,2024-07,33.0,21.0,12.0,1006.2,89.0,269.8,2.7,33.2
해남,2024-08,35.0,20.6,14.399999999999999,1005.6,83.0,42.4,1.5,68.97
해남,2024-09,34.5,16.8,17.7,1010.8,83.0,328.8,1.7,62.39
해남,2024-10,27.6,6.6,21.0,1017.5,82.0,126.1,1.7,39.02
해남,2024-11,23.4,-1.6,25.0,1020.3,74.0,101.9,2.1,54.21
해남,2024-12,18.1,-6.2,24.3,1022.4,73.0,9.6,1.7,57.32
해남,2025-01,13.0,-8.0,21.0,1022.9,75.0,17.5,1.6,60.3
해남,2025-02,15.9,-8.7,24.6,1023.4,72.0,40.9,2.0,58.07
해남,2025-03,24.6,-3.6,28.200000000000003,1017.4,72.0,36.5,2.4,53.0
고흥,2023-04,26.0,1.1,24.9,1009.1,70.0,88.3,1.7,47.2
고흥,2023-05,27.9,5.4,22.5,1007.3,79.0,288.4,1.4,40.42
고흥,2023-06,29.3,12.9,16.4,1001.8,80.0,267.9,1.4,41.74
고흥,2023-07,32.4,18.3,14.099999999999998,1002.7,90.0,414.6,1.2,19.86
고흥,2023-08,34.6,19.1,15.5,999.4,83.0,222.2,1.2,51.97
고흥,2023-09,31.2,16.1,15.099999999999998,1006.4,84.0,121.0,0.9,44.59
고흥,2023-10,26.2,5.9,20.299999999999997,1012.6,73.0,4.5,1.2,65.22
고흥,2023-11,26.8,-2.3,29.1,1015.4,72.0,105.2,1.7,58.53
고흥,2023-12,20.7,-7.8,28.5,1017.9,76.0,51.6,1.4,50.13
고흥,2024-01,15.8,-5.1,20.9,1018.0,70.0,38.5,1.9,53.95
고흥,2024-02,19.0,-3.6,22.6,1017.0,79.0,149.5,1.5,34.26
고흥,2024-03,22.6,-5.4,28.0,1012.0,67.0,87.9,2.0,51.63
고흥,2024-04,28.3,4.0,24.3,1007.4,77.0,200.1,1.3,42.24
고흥,2024-05,30.3,7.0,23.3,1007.4,70.0,178.4,1.9,60.73
고흥,2024-06,34.3,12.4,21.9,1002.3,76.0,175.3,1.5,43.48
고흥,2024-07,33.9,20.1,13.799999999999997,1002.1,87.0,264.8,1.9,32.94
고흥,2024-08,36.9,20.9,16.0,1001.1,77.0,49.9,1.4,63.22
고흥,2024-09,34.9,15.8,19.099999999999998,1006.4,80.0,285.3,1.3,48.68
고흥,2024-10,27.3,6.2,21.1,1012.7,78.0,140.3,1.5,43.45
고흥,2024-11,24.2,-0.7,24.9,1015.2,73.0,126.7,1.6,48.79
고흥,2024-12,18.3,-6.6,24.9,1016.9,65.0,0.1,2.0,61.36
고흥,2025-01,14.5,-10.6,25.1,1017.5,67.0,3.9,1.8,62.0
고흥,2025-02,17.2,-8.5,25.7,1017.8,62.0,42.3,2.7,61.79
고흥,2025-03,24.0,-3.8,27.8,1012.3,65.0,54.4,2.1,50.5
의령,2023-04,29.6,-1.1,30.700000000000003,1013.5,58.0,57.7,2.0,48.25
의령,2023-05,33.0,4.0,29.0,1012.0,72.0,304.7,1.7,38.81
의령,2023-06,33.8,13.1,20.699999999999996,1005.9,75.0,197.4,1.6,42.38
의령,2023-07,35.8,19.8,15.999999999999996,1007.0,86.0,437.1,1.5,24.9
의령,2023-08,37.6,21.1,16.5,1003.8,79.0,439.6,1.4,45.98
의령,2023-09,33.0,15.8,17.2,1011.1,80.0,219.5,1.1,37.83
의령,2023-10,26.3,2.3,24.0,1016.7,80.0,11.0,1.2,59.91
의령,2023-11,28.5,-5.8,34.3,1019.4,72.0,88.7,1.8,66.03
의령,2023-12,20.0,-11.4,31.4,1022.4,71.0,79.6,1.7,60.38
의령,2024-01,15.5,-10.9,26.4,1022.4,75.0,24.3,1.6,62.96
의령,2024-02,22.1,-5.9,28.0,1022.2,74.0,148.8,1.7,38.36
의령,2024-03,25.7,-8.2,33.9,1016.3,60.0,92.8,2.2,53.75
의령,2024-04,30.0,3.1,26.9,1012.1,70.0,123.8,1.4,39.89
의령,2024-05,32.9,5.3,27.599999999999998,1011.5,65.0,132.1,1.8,55.95
의령,2024-06,36.9,12.8,24.099999999999998,1006.3,70.0,225.5,1.5,45.55
의령,2024-07,36.4,21.0,15.399999999999999,1006.0,79.0,176.7,2.0,31.51
의령,2024-08,37.5,21.1,16.4,1005.4,80.0,83.6,1.4,57.01
의령,2024-09,37.2,13.8,23.400000000000002,1011.1,78.0,266.8,1.2,45.63
의령,2024-10,29.9,5.3,24.599999999999998,1017.6,82.0,136.0,1.3,41.04
의령,2024-11,24.2,-2.0,26.2,1019.7,80.0,81.6,1.3,54.13
의령,2024-12,19.9,-8.3,28.2,1020.6,62.0,0.0,1.8,71.45
의령,2025-01,13.8,-13.6,27.4,1021.5,63.0,2.6,1.7,67.93
의령,2025-02,20.3,-12.2,32.5,1020.8,49.0,22.8,2.4,72.43
의령,2025-03,26.9,-4.1,31.0,1016.2,57.0,39.2,2.3,55.71
함양,2023-04,29.2,-0.7,29.9,997.2,60.0,36.6,1.9,44.95
함양,2023-05,32.6,3.5,29.1,995.6,73.0,151.7,1.3,42.18
함양,2023-06,34.5,13.4,21.1,989.9,71.0,241.9,1.5,44.25
