city,year_month,count
영주,2023-03,284
영주,2023-04,247
영주,2023-05,270
영주,2023-06,296
영주,2023-07,269
영주,2023-08,290
영주,2023-09,281
영주,2023-10,284
영주,2023-11,258
영주,2023-12,243
영주,2024-01,315
영주,2024-02,244
영주,2024-03,286
영주,2024-04,269
영주,2024-05,187
영주,2024-06,191
영주,2024-07,274
영주,2024-08,309
영주,2024-09,268
영주,2024-10,245
영주,2024-11,199
영주,2024-12,276
영주,2025-01,221
영주,2025-02,283
영주,2025-03,148
영주,2025-04,280
영천,2023-03,246
영천,2023-04,225
영천,2023-05,258
영천,2023-06,249
영천,2023-07,220
영천,2023-08,261
영천,2023-09,232
영천,2023-10,247
영천,2023-11,199
영천,2023-12,270
영천,2024-01,214
영천,2024-02,262
영천,2024-03,233
영천,2024-04,238
영천,2024-05,221
영천,2024-06,216
영천,2024-07,244
영천,2024-08,258
영천,2024-09,255
영천,2024-10,234
영천,2024-11,219
영천,2024-12,247
영천,2025-01,213
영천,2025-02,252
영천,2025-03,209
영천,2025-04,237
예산,2023-03,91
예산,2023-04,87
예산,2023-05,101
예산,2023-06,120
예산,2023-07,103
예산,2023-08,12
예산,2023-09,85
예산,2023-10,95
예산,2023-11,91
예산,2023-12,93
예산,2024-01,84
예산,2024-02,90
예산,2024-03,98
예산,2024-04,92
예산,2024-05,85
예산,2024-06,101
예산,2024-07,86
예산,2024-08,84
예산,2024-09,111
예산,2024-10,102
예산,2024-11,97
예산,2024-12,97
예산,2025-01,100
예산,2025-02,90
예산,2025-03,83
예산,2025-04,86
예천,2023-03,65
예천,2023-04,57
예천,2023-05,59
예천,2023-06,66
예천,2023-07,52
예천,2023-08,74
예천,2023-09,67
예천,2023-10,55
예천,2023-11,55
예천,2023-12,63
예천,2024-01,75
예천,2024-02,67
예천,2024-03,71
예천,2024-04,59
예천,2024-05,55
예천,2024-06,62
예천,2024-07,59
예천,2024-08,73
예천,2024-09,42
예천,2024-10,58
예천,2024-11,52
예천,2024-12,71
예천,2025-01,69
예천,2025-02,63
예천,2025-03,53
예천,2025-04,83
오산,2023-03,173
오산,2023-04,228
오산,2023-05,166
오산,2023-06,236
오산,2023-07,156
오산,2023-08,332
오산,2023-09,18
오산,2023-10,195
오산,2023-11,210
오산,2023-12,202
오산,2024-01,201
오산,2024-02,223
오산,2024-03,209
오산,2024-04,190
오산,2024-05,1
오산,2024-07,255
오산,2024-08,262
오산,2024-09,243
오산,2024-10,177
오산,2024-11,209
오산,2024-12,256
오산,2025-01,8
오산,2025-02,222
오산,2025-03,207
오산,2025-04,180
옥천,2023-03,65
옥천,2023-04,110
옥천,2023-05,65
옥천,2023-06,97
옥천,2023-07,80
옥천,2023-08,81
옥천,2023-09,76
옥천,2023-10,77
옥천,2023-11,79
옥천,2023-12,87
옥천,2024-01,81
옥천,2024-02,81
옥천,2024-03,78
옥천,2024-04,75
옥천,2024-05,83
옥천,2024-06,80
옥천,2024-07,85
옥천,2024-08,82
옥천,2024-09,93
옥천,2024-10,94
옥천,2024-11,57
옥천,2024-12,62
옥천,2025-01,114
옥천,2025-02,20
옥천,2025-03,83
옥천,2025-04,84
완도,2023-03,81
완도,2023-04,77
완도,2023-05,80
완도,2023-06,73
완도,2023-07,68
완도,2023-08,78
완도,2023-09,81
완도,2023-10,79
완도,2023-11,76
완도,2023-12,84
완도,2024-01,74
완도,2024-02,74
완도,2024-03,71
완도,2024-04,79
완도,2024-05,77
완도,2024-06,80
완도,2024-07,68
완도,2024-09,95
완도,2024-10,82
완도,2024-11,65
완도,2024-12,72
완도,2025-01,74
완도,2025-02,66
완도,2025-03,71
완도,2025-04,71
완주,2023-03,76
완주,2023-04,86
완주,2023-05,85
완주,2023-06,79
완주,2023-07,64
완주,2023-08,84
완주,2023-09,81
완주,2023-10,90
완주,2023-11,82
완주,2023-12,87
완주,2024-01,82
완주,2024-02,78
완주,2024-03,86
완주,2024-04,77
완주,2024-05,82
완주,2024-06,81
완주,2024-07,85
완주,2024-09,102
완주,2024-10,85
완주,2024-11,88
완주,2024-12,85
완주,2025-01,91
완주,2025-02,90
완주,2025-03,83
완주,2025-04,84
용인,2023-03,464
용인,2023-04,826
용인,2023-05,781
용인,2023-06,804
용인,2023-07,746
용인,2023-08,900
용인,2023-09,743
용인,2023-10,782
용인,2023-11,766
용인,2023-12,974
용인,2024-01,600
용인,2024-02,788
용인,2024-03,815
용인,2024-04,857
용인,2024-05,774
용인,2024-06,879
용인,2024-07,788
용인,2024-08,860
용인,2024-09,878
용인,2024-10,724
용인,2024-11,938
용인,2024-12,862
용인,2025-01,579
용인,2025-02,698
용인,2025-03,993
용인,2025-04,889
울릉,2023-05,3
울릉,2023-06,26
울릉,2023-08,8
울릉,2023-09,25
울릉,2023-10,12
울릉,2023-11,15
울릉,2023-12,17
울릉,2024-01,25
울릉,2024-02,2
울릉,2024-03,13
울릉,2024-04,11
울릉,2024-06,15
울릉,2024-07,17
울릉,2024-08,19
울릉,2024-09,23
울릉,2025-02,13
울릉,2025-03,17
울릉,2025-04,13
울산,2023-03,2498
울산,2023-04,2540
울산,2023-05,2991
울산,2023-06,2853
울산,2023-07,2489
울산,2023-08,907
울산,2023-09,3149
울산,2023-10,2549
울산,2023-11,2277
울산,2023-12,871
울산,2024-01,3188
울산,2024-02,611
울산,2024-03,3299
울산,2024-04,655
울산,2024-05,2267
울산,2024-06,2609
울산,2024-07,2675
울산,2024-08,3049
울산,2024-09,2444
울산,2024-10,2611
울산,2024-11,2355
울산,2024-12,2530
울산,2025-01,845
울산,2025-02,3174
울산,2025-03,854
울산,2025-04,3048
울진,2023-03,47
울진,2023-04,77
울진,2023-05,76
울진,2023-06,87
울진,2023-07,112
울진,2023-08,89
울진,2023-09,120
울진,2023-10,87
울진,2023-11,92
울진,2023-12,92
울진,2024-01,94
울진,2024-02,76
울진,2024-03,70
울진,2024-04,71
울진,2024-05,36
울진,2024-06,63
울진,2024-07,78
울진,2024-08,50
울진,2024-09,50
울진,2024-10,111
울진,2024-11,73
울진,2024-12,107
울진,2025-01,91
울진,2025-02,66
울진,2025-03,87
울진,2025-04,97
원주,2023-03,1141
원주,2023-04,121
원주,2023-05,1571
원주,2023-06,1106
원주,2023-07,1078
원주,2023-08,1136
원주,2023-09,779
원주,2023-10,1108
원주,2023-11,1177
원주,2023-12,1196
원주,2024-01,1195
원주,2024-02,1220
원주,2024-03,1170
원주,2024-04,1100
원주,2024-05,1090
원주,2024-06,1149
원주,2024-07,1285
원주,2024-08,1301
원주,2024-09,846
원주,2024-10,1021
원주,2024-11,1290
원주,2024-12,833
원주,2025-01,1107
원주,2025-02,1394
원주,2025-03,710
원주,2025-04,1055
음성,2023-03,57
음성,2023-04,55
음성,2023-05,60
음성,2023-06,57
음성,2023-07,51
음성,2023-08,53
음성,2023-09,60
음성,2023-10,52
음성,2023-11,48
음성,2023-12,52
음성,2024-01,3
음성,2024-02,1
음성,2024-03,78
음성,2024-04,6
음성,2024-05,59
음성,2024-07,2
음성,2024-08,3
음성,2024-09,62
음성,2024-10,5
음성,2024-11,5
음성,2024-12,69
음성,2025-01,4
음성,2025-02,9
음성,2025-03,8
음성,2025-04,71
의령,2023-03,56
의령,2023-04,51
의령,2023-05,62
의령,2023-06,50
의령,2023-07,53
의령,2023-08,3
의령,2023-09,60
의령,2023-10,53
의령,2023-11,52
의령,2023-12,16
의령,2024-01,59
의령,2024-02,8
의령,2024-03,59
의령,2024-04,15
의령,2024-05,50
의령,2024-06,56
의령,2024-07,54
의령,2024-08,53
의령,2024-09,37
의령,2024-10,61
의령,2024-11,50
의령,2024-12,57
의령,2025-01,22
의령,2025-02,57
의령,2025-03,44
의령,2025-04,52
의성,2023-03,123
의성,2023-04,124
의성,2023-05,148
의성,2023-06,131
의성,2023-07,15
의성,2023-08,138
의성,2023-09,136
의성,2023-10,121
의성,2023-11,37
의성,2023-12,104
의성,2024-01,145
의성,2024-02,41
의성,2024-03,137
의성,2024-04,127
의성,2024-05,123
의성,2024-06,127
의성,2024-07,146
의성,2024-08,137
의성,2024-09,13
의성,2024-10,130
의성,2024-11,121
의성,2024-12,134
의성,2025-01,91
의성,2025-02,137
의성,2025-03,122
의성,2025-04,132
의왕,2023-03,111
의왕,2023-04,80
의왕,2023-05,111
의왕,2023-06,87
의왕,2023-07,88
의왕,2023-08,102
의왕,2023-09,67
의왕,2023-10,100
의왕,2023-11,100
의왕,2023-12,89
의왕,2024-01,69
의왕,2024-02,95
의왕,2024-03,80
의왕,2024-04,94
의왕,2024-05,98
의왕,2024-06,86
의왕,2024-07,103
의왕,2024-08,95
의왕,2024-09,95
의왕,2024-10,81
의왕,2024-11,86
의왕,2024-12,77
의왕,2025-01,45
의왕,2025-02,92
의왕,2025-03,64
의왕,2025-04,126
의정부,2023-03,765
의정부,2023-04,768
의정부,2023-05,815
의정부,2023-06,815
의정부,2023-07,863
의정부,2023-08,893
의정부,2023-09,837
의정부,2023-10,1054
의정부,2023-11,705
의정부,2023-12,637
의정부,2024-01,614
의정부,2024-02,1026
의정부,2024-03,659
의정부,2024-04,1019
의정부,2024-05,691
의정부,2024-06,1088
의정부,2024-07,1065
의정부,2024-08,726
의정부,2024-09,950
의정부,2024-10,853
의정부,2024-11,1031
의정부,2024-12,987
의정부,2025-01,709
의정부,2025-02,1023
의정부,2025-03,943
의정부,2025-04,978
이천,2023-03,120
이천,2023-04,115
이천,2023-05,99
이천,2023-06,150
이천,2023-07,172
이천,2023-08,159
이천,2023-09,149
이천,2023-10,95
이천,2023-11,169
이천,2023-12,149
이천,2024-01,62
이천,2024-02,181
이천,2024-03,141
이천,2024-04,187
이천,2024-05,177
이천,2024-06,174
이천,2024-07,147
이천,2024-08,211
이천,2024-09,190
이천,2024-10,217
이천,2024-11,174
이천,2024-12,194
이천,2025-01,171
이천,2025-02,186
이천,2025-03,163
이천,2025-04,190
익산,2023-03,590
익산,2023-04,597
익산,2023-05,597
익산,2023-06,576
익산,2023-07,611
익산,2023-08,649
익산,2023-09,547
익산,2023-10,574
익산,2023-11,619
익산,2023-12,585
익산,2024-01,599
익산,2024-02,576
익산,2024-03,594
익산,2024-04,594
익산,2024-05,588
익산,2024-06,580
익산,2024-07,587
익산,2024-09,771
익산,2024-10,615
익산,2024-11,569
익산,2024-12,565
익산,2025-01,569
익산,2025-02,562
익산,2025-03,575
익산,2025-04,563
인제,2023-03,60
인제,2023-04,4
인제,2023-05,85
인제,2023-06,41
인제,2023-07,39
인제,2023-08,70
인제,2023-09,48
인제,2023-10,37
인제,2023-11,77
인제,2023-12,62
인제,2024-01,56
인제,2024-02,59
인제,2024-03,47
인제,2024-04,60
인제,2024-05,61
인제,2024-06,20
인제,2024-07,63
인제,2024-08,60
인제,2024-09,57
인제,2024-10,56
인제,2024-11,19
인제,2024-12,73
인제,2025-02,71
인제,2025-03,59
인제,2025-04,57
인천,2023-03,2796
인천,2023-04,3727
인천,2023-05,3105
인천,2023-06,2766
인천,2023-07,3482
인천,2023-08,3098
인천,2023-09,3685
인천,2023-10,3330
인천,2023-11,3232
인천,2023-12,3283
인천,2024-01,2895
인천,2024-02,3084
인천,2024-03,3182
인천,2024-04,2905
인천,2024-05,3063
인천,2024-06,2851
인천,2024-07,3006
인천,2024-08,3155
인천,2024-09,1145
인천,2024-10,4132
인천,2024-11,3107
인천,2024-12,3314
인천,2025-01,2339
인천,2025-02,3314
인천,2025-03,2878
인천,2025-04,3152
임실,2023-03,9
임실,2023-04,21
임실,2023-05,17
임실,2023-06,9
임실,2023-07,13
임실,2023-08,15
임실,2023-09,18
임실,2023-10,13
임실,2023-11,19
임실,2023-12,22
임실,2024-01,21
임실,2024-02,17
임실,2024-03,21
임실,2024-04,20
임실,2024-05,18
임실,2024-06,19
임실,2024-07,18
임실,2024-09,19
임실,2024-10,21
임실,2024-11,15
임실,2024-12,16
임실,2025-01,16
임실,2025-02,14
임실,2025-03,13
임실,2025-04,12
장성,2023-03,40
장성,2023-04,38
장성,2023-05,44
장성,2023-06,40
장성,2023-07,47
장성,2023-08,41
장성,2023-09,41
장성,2023-10,37
장성,2023-11,32
장성,2023-12,39
장성,2024-01,40
장성,2024-02,46
장성,2024-03,34
장성,2024-04,42
장성,2024-05,47
장성,2024-06,44
장성,2024-07,43
장성,2024-09,58
장성,2024-10,37
장성,2024-11,39
장성,2024-12,46
장성,2025-01,44
장성,2025-02,47
장성,2025-03,47
장성,2025-04,43
장수,2023-03,15
장수,2023-04,31
장수,2023-05,25
장수,2023-06,10
장수,2023-07,26
장수,2023-08,21
장수,2023-09,24
장수,2023-10,16
장수,2023-11,21
장수,2023-12,20
장수,2024-01,24
장수,2024-02,16
장수,2024-03,24
장수,2024-04,21
장수,2024-05,21
장수,2024-06,18
장수,2024-07,23
장수,2024-09,30
장수,2024-10,20
장수,2024-11,20
장수,2024-12,18
장수,2025-01,23
장수,2025-02,22
장수,2025-03,21
장수,2025-04,15
장흥,2023-03,98
장흥,2023-04,102
장흥,2023-05,96
장흥,2023-06,102
장흥,2023-07,106
장흥,2023-08,107
장흥,2023-09,109
장흥,2023-10,106
장흥,2023-11,92
장흥,2023-12,93
장흥,2024-01,87
장흥,2024-02,88
장흥,2024-03,105
장흥,2024-04,81
장흥,2024-05,106
장흥,2024-06,86
장흥,2024-07,99
장흥,2024-09,126
장흥,2024-10,100
장흥,2024-11,94
장흥,2024-12,96
장흥,2025-01,97
장흥,2025-02,87
장흥,2025-03,92
장흥,2025-04,89
전주,2023-03,1800
전주,2023-04,1924
전주,2023-05,2783
전주,2023-06,1075
전주,2023-07,2553
전주,2023-08,2018
전주,2023-09,1926
전주,2023-10,1749
전주,2023-11,1852
전주,2023-12,1927
전주,2024-01,1925
전주,2024-02,1888
전주,2024-03,1926
전주,2024-04,478
전주,2024-05,2609
전주,2024-06,1940
전주,2024-07,1902
전주,2024-09,1905
전주,2024-10,2562
전주,2024-11,1610
전주,2024-12,458
전주,2025-01,1918
전주,2025-02,1583
전주,2025-03,1846
전주,2025-04,553
정선,2023-03,34
정선,2023-04,17
정선,2023-05,41
정선,2023-06,38
정선,2023-07,33
정선,2023-08,46
정선,2023-09,8
정선,2023-10,26
정선,2023-11,39
정선,2023-12,40
정선,2024-01,40
정선,2024-02,27
정선,2024-03,40
정선,2024-04,23
정선,2024-05,37
정선,2024-06,43
정선,2024-07,42
정선,2024-08,47
정선,2024-09,32
정선,2024-10,34
정선,2024-11,38
정선,2024-12,49
정선,2025-01,50
정선,2025-02,34
정선,2025-03,39
정선,2025-04,36
정읍,2023-03,228
정읍,2023-04,201
정읍,2023-05,211
정읍,2023-06,226
정읍,2023-07,216
정읍,2023-08,266
정읍,2023-09,157
정읍,2023-10,239
정읍,2023-11,217
정읍,2023-12,218
정읍,2024-01,225
정읍,2024-02,204
정읍,2024-03,237
정읍,2024-04,219
정읍,2024-05,230
정읍,2024-06,219
정읍,2024-07,212
정읍,2024-09,309
정읍,2024-10,215
정읍,2024-11,218
정읍,2024-12,239
정읍,2025-01,222
정읍,2025-02,190
정읍,2025-03,221
정읍,2025-04,241
제주,2023-03,815
제주,2023-04,883
제주,2023-05,886
제주,2023-06,843
제주,2023-07,873
제주,2023-08,863
제주,2023-09,910
제주,2023-10,914
제주,2023-11,827
제주,2023-12,796
제주,2024-01,947
제주,2024-02,752
제주,2024-03,912
제주,2024-04,815
제주,2024-05,829
제주,2024-06,875
제주,2024-07,848
제주,2024-08,888
제주,2024-09,826
제주,2024-10,886
제주,2024-11,683
제주,2024-12,885
제주,2025-01,818
제주,2025-02,896
제주,2025-03,780
제주,2025-04,866
제천,2023-03,334
제천,2023-04,363
제천,2023-05,325
제천,2023-06,499
제천,2023-07,361
제천,2023-08,370
제천,2023-09,357
제천,2023-10,357
제천,2023-11,341
제천,2023-12,324
제천,2024-01,355
제천,2024-02,357
제천,2024-03,294
제천,2024-04,330
제천,2024-05,336
제천,2024-06,342
제천,2024-07,370
제천,2024-08,355
제천,2024-09,334
제천,2024-10,340
제천,2024-11,154
제천,2024-12,322
제천,2025-01,456
제천,2025-02,316
제천,2025-03,210
제천,2025-04,335
증평,2023-03,42
증평,2023-04,35
증평,2023-05,38
증평,2023-06,25
증평,2023-07,15
증평,2023-09,20
증평,2023-10,14
증평,2023-11,23
증평,2023-12,20
증평,2024-01,19
증평,2024-02,19
증평,2024-03,19
증평,2024-04,18
증평,2024-05,15
증평,2024-06,22
증평,2024-07,17
증평,2024-08,19
증평,2024-09,12
증평,2024-10,13
증평,2024-11,14
증평,2024-12,17
증평,2025-01,14
증평,2025-02,18
증평,2025-03,11
증평,2025-04,15
진도,2023-03,60
진도,2023-04,54
진도,2023-05,63
진도,2023-06,50
진도,2023-07,59
진도,2023-08,54
진도,2023-09,53
진도,2023-10,45
진도,2023-11,49
진도,2023-12,49
진도,2024-01,60
진도,2024-02,54
진도,2024-03,60
진도,2024-04,47
진도,2024-05,59
진도,2024-06,49
진도,2024-07,55
진도,2024-09,52
진도,2024-10,62
진도,2024-11,49
진도,2024-12,56
진도,2025-01,53
진도,2025-02,49
진도,2025-03,55
진도,2025-04,49
진안,2023-03,60
진안,2023-04,64
진안,2023-05,61
진안,2023-06,72
진안,2023-07,55
진안,2023-08,54
진안,2023-09,57
진안,2023-10,52
진안,2023-11,58
진안,2023-12,54
진안,2024-01,56
진안,2024-02,50
진안,2024-03,54
진안,2024-04,53
진안,2024-05,49
진안,2024-06,57
진안,2024-07,50
진안,2024-09,99
진안,2024-10,68
진안,2024-11,59
진안,2024-12,65
진안,2025-01,68
진안,2025-02,73
진안,2025-03,69
진안,2025-04,61
진주,2023-03,785
진주,2023-04,622
진주,2023-05,795
진주,2023-06,795
진주,2023-07,738
진주,2023-08,616
진주,2023-09,900
진주,2023-10,846
진주,2023-11,611
진주,2023-12,706
진주,2024-01,794
진주,2024-02,454
진주,2024-03,890
진주,2024-04,429
진주,2024-05,733
진주,2024-06,843
진주,2024-07,808
진주,2024-08,783
진주,2024-09,768
진주,2024-10,810
진주,2024-11,621
진주,2024-12,723
진주,2025-01,622
진주,2025-02,835
진주,2025-03,637
진주,2025-04,736
진천,2023-03,70
진천,2023-04,71
진천,2023-05,66
진천,2023-06,97
진천,2023-07,73
진천,2023-08,65
진천,2023-09,76
진천,2023-10,70
진천,2023-11,65
진천,2023-12,75
진천,2024-01,81
진천,2024-02,67
진천,2024-03,68
진천,2024-04,73
진천,2024-05,80
진천,2024-06,68
진천,2024-07,72
진천,2024-08,74
진천,2024-09,75
진천,2024-10,64
진천,2024-11,78
진천,2024-12,74
진천,2025-01,82
진천,2025-02,73
진천,2025-03,60
진천,2025-04,97
창녕,2023-03,20
창녕,2023-04,92
창녕,2023-05,82
창녕,2023-06,101
창녕,2023-07,12
창녕,2023-08,68
창녕,2023-09,103
창녕,2023-10,75
창녕,2023-11,76
창녕,2023-12,11
창녕,2024-01,108
창녕,2024-02,3
창녕,2024-03,87
창녕,2024-04,69
창녕,2024-05,74
창녕,2024-06,90
창녕,2024-07,79
창녕,2024-08,105
창녕,2024-09,75
창녕,2024-10,72
창녕,2024-11,61
창녕,2024-12,81
창녕,2025-01,1
창녕,2025-02,97
창녕,2025-03,16
창녕,2025-04,91
창원,2023-03,2338
창원,2023-04,2371
창원,2023-05,2589
창원,2023-06,2421
창원,2023-07,1499
창원,2023-08,2030
창원,2023-09,2712
창원,2023-10,2692
창원,2023-11,2063
창원,2023-12,1994
창원,2024-01,2717
창원,2024-02,1796
창원,2024-03,2573
창원,2024-04,2265
창원,2024-05,2393
창원,2024-06,2523
창원,2024-07,2399
창원,2024-08,2731
창원,2024-09,2253
창원,2024-10,2484
창원,2024-11,2020
창원,2024-12,2380
창원,2025-01,2037
창원,2025-02,2609
창원,2025-03,1669
창원,2025-04,2537
천안,2023-03,98
천안,2023-04,580
천안,2023-05,549
천안,2023-06,561
천안,2023-07,431
천안,2023-08,290
천안,2023-09,132
천안,2023-10,436
천안,2023-11,433
천안,2023-12,475
천안,2024-01,565
천안,2024-02,438
천안,2024-03,426
천안,2024-04,211
천안,2024-05,478
천안,2024-06,305
천안,2024-07,601
천안,2024-08,541
천안,2024-09,119
천안,2024-10,477
천안,2024-11,590
천안,2024-12,464
천안,2025-01,553
천안,2025-02,612
천안,2025-03,168
천안,2025-04,535
철원,2023-03,122
철원,2023-04,7
철원,2023-05,153
철원,2023-06,117
철원,2023-07,128
철원,2023-08,121
철원,2023-09,130
철원,2023-10,125
철원,2023-11,129
철원,2023-12,125
철원,2024-01,132
철원,2024-02,138
철원,2024-03,134
철원,2024-04,134
철원,2024-05,121
철원,2024-06,142
철원,2024-07,135
철원,2024-08,114
철원,2024-09,126
철원,2024-10,137
철원,2024-11,133
철원,2024-12,135
철원,2025-01,124
철원,2025-02,147
철원,2025-03,110
철원,2025-04,137
청도,2023-03,96
청도,2023-04,90
청도,2023-05,98
청도,2023-06,96
청도,2023-07,86
청도,2023-08,82
청도,2023-09,65
청도,2023-10,56
청도,2023-11,81
청도,2023-12,79
청도,2024-01,91
청도,2024-02,78
청도,2024-03,87
청도,2024-04,73
청도,2024-05,83
청도,2024-06,77
청도,2024-07,79
청도,2024-08,97
청도,2024-09,76
청도,2024-10,80
청도,2024-11,55
청도,2024-12,98
청도,2025-01,74
청도,2025-02,77
청도,2025-03,23
청도,2025-04,93
청송,2023-04,37
청송,2023-06,54
청송,2023-07,1
청송,2023-08,48
청송,2023-09,36
청송,2023-10,31
청송,2023-11,38
청송,2023-12,33
청송,2024-01,43
청송,2024-02,38
청송,2024-03,2
청송,2024-04,41
청송,2024-05,1
청송,2024-06,55
청송,2024-07,38
청송,2024-08,53
청송,2024-09,31
청송,2024-10,44
청송,2024-11,40
청송,2024-12,4
청송,2025-01,50
청송,2025-02,42
청송,2025-03,42
청송,2025-04,38
청양,2023-03,29
청양,2023-04,3
청양,2023-05,6
청양,2023-06,5
청양,2023-07,27
청양,2023-08,45
청양,2023-09,46
청양,2023-10,33
청양,2023-11,3
청양,2023-12,38
청양,2024-01,39
청양,2024-02,29
청양,2024-03,45
청양,2024-04,28
청양,2024-05,49
청양,2024-06,43
청양,2024-07,30
청양,2024-08,35
청양,2024-09,31
청양,2024-10,38
청양,2024-11,34
청양,2024-12,31
청양,2025-01,33
청양,2025-02,34
청양,2025-03,33
청양,2025-04,35
청주,2023-03,946
청주,2023-04,972
청주,2023-05,1044
청주,2023-06,1274
청주,2023-07,1035
청주,2023-08,989
청주,2023-09,770
청주,2023-10,1121
청주,2023-11,368
청주,2023-12,902
청주,2024-01,1019
청주,2024-02,963
청주,2024-03,913
청주,2024-04,1283
청주,2024-05,1062
청주,2024-06,914
청주,2024-07,1027
청주,2024-08,441
청주,2024-09,927
청주,2024-10,1029
청주,2024-11,1019
청주,2024-12,978
청주,2025-01,971
청주,2025-02,984
청주,2025-03,876
청주,2025-04,1107
춘천,2023-03,1145
춘천,2023-04,141
춘천,2023-05,1493
춘천,2023-06,981
춘천,2023-07,942
춘천,2023-08,1166
춘천,2023-09,1024
춘천,2023-10,997
춘천,2023-11,1098
춘천,2023-12,1051
춘천,2024-01,1061
춘천,2024-02,941
춘천,2024-03,982
춘천,2024-04,1041
춘천,2024-05,985
춘천,2024-06,944
춘천,2024-07,1005
춘천,2024-08,964
춘천,2024-09,1015
춘천,2024-10,912
춘천,2024-11,952
춘천,2024-12,988
춘천,2025-01,913
춘천,2025-02,996
춘천,2025-03,937
춘천,2025-04,1009
충주,2023-03,367
충주,2023-04,375
충주,2023-05,387
충주,2023-06,379
충주,2023-07,337
충주,2023-08,368
충주,2023-09,378
충주,2023-10,374
충주,2023-11,346
충주,2023-12,359
충주,2024-01,368
충주,2024-02,342
충주,2024-03,368
충주,2024-04,350
충주,2024-05,346
충주,2024-06,370
충주,2024-07,340
충주,2024-08,350
충주,2024-09,396
충주,2024-10,365
충주,2024-11,371
충주,2024-12,358
충주,2025-01,346
충주,2025-02,364
충주,2025-03,287
충주,2025-04,431
칠곡,2023-03,80
칠곡,2023-04,59
칠곡,2023-05,60
칠곡,2023-06,60
칠곡,2023-07,58
칠곡,2023-08,50
칠곡,2023-09,57
칠곡,2023-10,59
칠곡,2023-11,63
칠곡,2023-12,7
칠곡,2024-01,86
칠곡,2024-02,67
칠곡,2024-03,6
칠곡,2024-04,71
칠곡,2024-05,43
칠곡,2024-06,68
칠곡,2024-07,59
칠곡,2024-08,87
칠곡,2024-09,10
칠곡,2024-10,65
칠곡,2024-11,44
칠곡,2024-12,65
칠곡,2025-01,54
칠곡,2025-02,67
칠곡,2025-03,58
칠곡,2025-04,62
태백,2023-03,90
태백,2023-04,36
태백,2023-05,105
태백,2023-06,81
태백,2023-07,91
태백,2023-08,78
태백,2023-09,92
태백,2023-10,84
태백,2023-11,96
태백,2023-12,75
태백,2024-01,91
태백,2024-02,82
태백,2024-03,78
태백,2024-04,82
태백,2024-05,84
태백,2024-06,89
태백,2024-07,86
태백,2024-08,89
태백,2024-09,90
태백,2024-10,86
태백,2024-11,85
태백,2024-12,88
태백,2025-01,86
태백,2025-02,75
태백,2025-03,87
태백,2025-04,89
태안,2023-03,81
태안,2023-04,41
태안,2023-05,109
태안,2023-06,92
태안,2023-07,100
태안,2023-08,97
태안,2023-09,97
태안,2023-10,98
태안,2023-11,97
태안,2023-12,43
태안,2024-01,96
태안,2024-02,114
태안,2024-03,73
태안,2024-04,111
태안,2024-05,141
태안,2024-06,107
태안,2024-07,115
태안,2024-08,147
태안,2024-09,73
태안,2024-10,119
태안,2024-11,139
태안,2024-12,118
태안,2025-01,24
태안,2025-02,121
태안,2025-03,24
태안,2025-04,83
통영,2023-03,211
통영,2023-04,196
통영,2023-05,211
통영,2023-06,203
통영,2023-07,207
통영,2023-08,217
통영,2023-09,239
통영,2023-10,200
통영,2023-11,219
통영,2023-12,17
통영,2024-01,246
통영,2024-02,6
통영,2024-03,195
통영,2024-04,176
통영,2024-05,192
통영,2024-06,200
통영,2024-07,204
통영,2024-08,246
통영,2024-09,142
통영,2024-10,146
통영,2024-11,152
통영,2024-12,195
통영,2025-01,100
통영,2025-02,228
통영,2025-03,181
통영,2025-04,198
파주,2023-03,338
파주,2023-04,329
파주,2023-05,390
파주,2023-06,273
파주,2023-07,345
파주,2023-08,336
파주,2023-09,312
파주,2023-10,335
파주,2023-11,359
파주,2023-12,243
파주,2024-01,339
파주,2024-02,255
파주,2024-03,384
파주,2024-04,373
파주,2024-05,264
파주,2024-06,372
파주,2024-07,307
파주,2024-08,222
파주,2024-09,218
파주,2024-10,371
파주,2024-11,340
파주,2024-12,253
파주,2025-01,292
파주,2025-02,407
파주,2025-03,442
파주,2025-04,403
평창,2023-03,15
평창,2023-04,11
평창,2023-05,16
평창,2023-06,15
평창,2023-07,17
평창,2023-08,15
평창,2023-09,24
평창,2023-10,15
평창,2023-11,16
평창,2023-12,20
평창,2024-01,13
평창,2024-02,16
평창,2024-03,20
평창,2024-04,12
평창,2024-05,13
평창,2024-06,21
평창,2024-07,17
평창,2024-08,20
평창,2024-09,18
평창,2024-10,23
평창,2024-11,22
평창,2024-12,22
평창,2025-01,15
평창,2025-02,20
평창,2025-03,18
평창,2025-04,18
평택,2023-03,678
평택,2023-04,506
평택,2023-05,437
평택,2023-06,578
평택,2023-07,587
평택,2023-08,639
평택,2023-09,508
평택,2023-10,611
평택,2023-11,486
평택,2023-12,504
평택,2024-01,508
평택,2024-02,532
평택,2024-03,460
평택,2024-04,559
평택,2024-05,541
평택,2024-06,512
평택,2024-07,560
평택,2024-08,538
평택,2024-09,563
평택,2024-10,533
평택,2024-11,517
평택,2024-12,589
평택,2025-01,527
평택,2025-02,649
평택,2025-03,542
평택,2025-04,514
포천,2023-03,168
포천,2023-04,258
포천,2023-05,202
포천,2023-06,114
포천,2023-07,228
포천,2023-08,178
